disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Stomach cancer	Parkinson's disease	Gene Ontology	extracellular matrix structural constituent	up-up	2.06	1.62	3.50e-06	7.91e-03	148	133
Stomach cancer	Parkinson's disease	Gene Ontology	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	up-up	1.72	1.96	2.93e-02	8.13e-03	34	31
Stomach cancer	Parkinson's disease	Gene Ontology	negative regulation of cell death	up-up	1.42	1.26	1.89e-03	8.16e-03	802	793
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of extrinsic apoptotic signaling pathway via death domain receptors	up-up	1.78	1.84	1.64e-02	8.16e-03	52	48
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of production of molecular mediator of immune response	up-up	1.51	1.64	4.93e-02	8.41e-03	119	118
Stomach cancer	Parkinson's disease	Gene Ontology	chromatin remodeling	up-up	2.08	1.62	1.96e-06	8.57e-03	134	126
Stomach cancer	Parkinson's disease	Gene Ontology	transcription coactivator activity	up-up	1.45	1.51	1.38e-02	8.67e-03	272	272
Stomach cancer	Parkinson's disease	Gene Ontology	production of molecular mediator of immune response	up-up	1.57	1.55	1.53e-02	8.72e-03	177	172
Stomach cancer	Parkinson's disease	Gene Ontology	bone development	up-up	1.71	1.53	1.12e-03	9.25e-03	189	175
Stomach cancer	Parkinson's disease	Gene Ontology	tertiary granule membrane	up-up	2.2	1.85	2.78e-05	9.25e-03	56	59
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of cell differentiation	up-up	1.39	1.16	4.77e-05	9.34e-03	1553	1406
Stomach cancer	Parkinson's disease	Gene Ontology	cell adhesion mediated by integrin	up-up	1.95	1.8	1.63e-03	1.00e-02	65	58
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of leukocyte migration	up-up	1.59	1.67	3.15e-02	1.00e-02	114	114
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of nf kappab transcription factor activity	up-up	1.55	1.65	2.78e-02	1.02e-02	125	123
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of leukocyte migration	up-up	1.54	1.56	1.92e-02	1.04e-02	168	164
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of extracellular matrix organization	up-up	1.88	1.87	6.91e-03	1.05e-02	34	33
Stomach cancer	Parkinson's disease	Gene Ontology	cytokine activity	up-up	1.59	1.53	1.06e-02	1.06e-02	174	162
Stomach cancer	Parkinson's disease	Gene Ontology	platelet derived growth factor receptor beta signaling pathway	up-up	1.77	1.96	4.10e-02	1.09e-02	14	13
Stomach cancer	Parkinson's disease	Gene Ontology	negative regulation of cell cell adhesion	up-up	1.51	1.61	4.18e-02	1.10e-02	145	140
Stomach cancer	Parkinson's disease	Gene Ontology	protein complex involved in cell adhesion	up-up	1.92	1.91	3.13e-03	1.14e-02	31	29
Stomach cancer	Parkinson's disease	Gene Ontology	response to interferon gamma	up-up	1.93	1.58	2.67e-05	1.14e-02	147	148
Stomach cancer	Parkinson's disease	Gene Ontology	interferon beta production	up-up	1.92	1.85	2.75e-03	1.18e-02	46	43
Stomach cancer	Parkinson's disease	Gene Ontology	b cell mediated immunity	up-up	1.74	1.67	7.94e-03	1.19e-02	97	97
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of leukocyte proliferation	up-up	1.55	1.63	3.07e-02	1.20e-02	119	109
Stomach cancer	Parkinson's disease	Gene Ontology	cell activation involved in immune response	up-up	2.1	1.32	5.47e-09	1.20e-02	571	566
Stomach cancer	Parkinson's disease	Gene Ontology	developmental process involved in reproduction	up-up	1.27	1.26	4.12e-02	1.24e-02	801	679
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of leukocyte mediated immunity	up-up	1.73	1.64	3.66e-03	1.24e-02	112	106
Stomach cancer	Parkinson's disease	Gene Ontology	coagulation	up-up	1.36	1.43	4.01e-02	1.25e-02	278	285
Stomach cancer	Parkinson's disease	Gene Ontology	cell matrix adhesion	up-up	1.6	1.52	6.91e-03	1.32e-02	193	186
Stomach cancer	Parkinson's disease	Gene Ontology	gene silencing	up-up	2.21	1.52	5.47e-09	1.32e-02	205	186
Stomach cancer	Parkinson's disease	Gene Ontology	cartilage development	up-up	1.72	1.52	1.29e-03	1.34e-02	176	167
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of cytokine biosynthetic process	up-up	1.62	1.76	3.09e-02	1.35e-02	61	60
Stomach cancer	Parkinson's disease	Gene Ontology	response to lipoteichoic acid	up-up	1.71	1.9	3.25e-02	1.39e-02	10	9
Stomach cancer	Parkinson's disease	Gene Ontology	syncytium formation	up-up	2.08	1.88	1.95e-04	1.39e-02	55	47
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of endothelial cell migration	up-up	1.72	1.7	9.57e-03	1.41e-02	85	82
Stomach cancer	Parkinson's disease	Gene Ontology	histone deacetylase binding	up-up	1.54	1.68	4.48e-02	1.43e-02	94	88
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of chemotaxis	up-up	1.71	1.51	1.17e-03	1.43e-02	183	179
Stomach cancer	Parkinson's disease	Gene Ontology	heterochromatin	up-up	1.94	1.77	8.26e-04	1.43e-02	70	61
Stomach cancer	Parkinson's disease	Gene Ontology	extrinsic apoptotic signaling pathway	up-up	1.57	1.5	1.14e-02	1.44e-02	193	191
Stomach cancer	Parkinson's disease	Gene Ontology	entry into host	up-up	1.81	1.63	1.26e-03	1.46e-02	106	114
Stomach cancer	Parkinson's disease	Gene Ontology	negative regulation of innate immune response	up-up	2.13	1.83	1.26e-04	1.50e-02	44	43
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of peptidyl tyrosine phosphorylation	up-up	1.46	1.58	4.63e-02	1.56e-02	165	159
Stomach cancer	Parkinson's disease	Gene Ontology	tissue migration	up-up	1.75	1.45	5.89e-05	1.57e-02	257	249
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of blood vessel endothelial cell migration	up-up	1.67	1.74	3.65e-02	1.60e-02	48	48
Stomach cancer	Parkinson's disease	Gene Ontology	interleukin 2 production	up-up	1.63	1.75	3.82e-02	1.61e-02	54	56
Stomach cancer	Parkinson's disease	Gene Ontology	tube formation	up-up	1.54	1.56	2.99e-02	1.67e-02	135	116
Stomach cancer	Parkinson's disease	Gene Ontology	taxis	up-up	1.43	1.28	3.79e-03	1.81e-02	547	514
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of alpha beta t cell activation	up-up	1.73	1.8	1.51e-02	1.83e-02	54	52
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of lymphocyte mediated immunity	up-up	1.59	1.67	4.05e-02	1.85e-02	86	80
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of t helper 1 type immune response	up-up	1.77	2.03	2.58e-02	1.87e-02	17	16
Stomach cancer	Parkinson's disease	Gene Ontology	artery morphogenesis	up-up	1.79	1.76	6.71e-03	1.87e-02	60	59
Stomach cancer	Parkinson's disease	Gene Ontology	peptidyl lysine modification	up-up	1.79	1.4	4.92e-06	1.91e-02	328	304
Stomach cancer	Parkinson's disease	Gene Ontology	macrophage activation	up-up	1.89	1.72	2.94e-03	1.96e-02	71	72
Stomach cancer	Parkinson's disease	Gene Ontology	epithelial tube morphogenesis	up-up	1.56	1.41	1.97e-03	1.99e-02	290	264
Stomach cancer	Parkinson's disease	Gene Ontology	nuclear periphery	up-up	2.25	1.57	3.27e-07	1.99e-02	103	108
Stomach cancer	Parkinson's disease	Gene Ontology	cd40 signaling pathway	up-up	1.92	1.9	3.09e-03	2.02e-02	10	10
Stomach cancer	Parkinson's disease	Gene Ontology	respiratory system development	up-up	1.58	1.5	1.19e-02	2.10e-02	170	166
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of cytokine secretion	up-up	1.65	1.56	1.53e-02	2.12e-02	110	108
Stomach cancer	Parkinson's disease	Gene Ontology	chromatin assembly or disassembly	up-up	2.22	1.54	4.90e-08	2.14e-02	132	128
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of alpha beta t cell differentiation	up-up	1.77	1.76	2.20e-02	2.14e-02	41	40
Stomach cancer	Parkinson's disease	Gene Ontology	maintenance of cell number	up-up	1.52	1.53	3.02e-02	2.18e-02	141	129
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of antigen receptor mediated signaling pathway	up-up	1.65	1.71	5.00e-02	2.22e-02	49	49
Stomach cancer	Parkinson's disease	Gene Ontology	animal organ regeneration	up-up	1.95	1.69	1.68e-03	2.26e-02	67	68
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of epithelial cell migration	up-up	1.79	1.45	3.06e-04	2.29e-02	195	190
Stomach cancer	Parkinson's disease	Gene Ontology	anterior posterior pattern specification	up-up	1.52	1.48	2.31e-02	2.30e-02	183	170
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of gene expression epigenetic	up-up	2.29	1.42	5.47e-09	2.30e-02	257	236
Stomach cancer	Parkinson's disease	Gene Ontology	protein heterodimerization activity	up-up	1.4	1.35	2.39e-02	2.31e-02	385	364
Stomach cancer	Parkinson's disease	Gene Ontology	leukocyte chemotaxis	up-up	1.74	1.49	8.02e-04	2.42e-02	182	185
Stomach cancer	Parkinson's disease	Gene Ontology	exogenous protein binding	up-up	1.98	1.72	9.56e-04	2.52e-02	59	63
Stomach cancer	Parkinson's disease	Gene Ontology	dna methylation	up-up	1.62	1.79	4.64e-02	2.53e-02	59	47
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of neutrophil migration	up-up	1.9	1.76	4.38e-03	2.53e-02	31	33
Stomach cancer	Parkinson's disease	Gene Ontology	dna binding transcription factor binding	up-up	1.35	1.38	4.66e-02	2.54e-02	305	300
Stomach cancer	Parkinson's disease	Gene Ontology	dna packaging	up-up	2.1	1.52	1.37e-06	2.65e-02	149	142
Stomach cancer	Parkinson's disease	Gene Ontology	immune response regulating signaling pathway	up-up	1.83	1.29	7.22e-08	2.66e-02	451	436
Stomach cancer	Parkinson's disease	Gene Ontology	negative regulation of defense response	up-up	1.65	1.48	4.23e-03	2.68e-02	174	157
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of chromatin silencing	up-up	1.83	1.86	1.63e-02	2.70e-02	13	10
Stomach cancer	Parkinson's disease	Gene Ontology	connective tissue development	up-up	1.57	1.39	5.20e-03	2.74e-02	235	218
Stomach cancer	Parkinson's disease	Gene Ontology	cellular response to abiotic stimulus	up-up	1.56	1.4	3.51e-03	2.78e-02	280	270
Stomach cancer	Parkinson's disease	Gene Ontology	collagen fibril organization	up-up	2.37	1.74	9.18e-07	2.84e-02	48	43
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of cd4 positive alpha beta t cell differentiation	up-up	1.8	1.72	2.42e-02	2.89e-02	38	37
Stomach cancer	Parkinson's disease	Gene Ontology	ameboidal type cell migration	up-up	1.65	1.34	1.52e-04	2.89e-02	343	330
Stomach cancer	Parkinson's disease	Gene Ontology	peptidyl amino acid modification	up-up	1.64	1.19	1.54e-08	3.02e-02	1019	948
Stomach cancer	Parkinson's disease	Gene Ontology	osteoblast differentiation	up-up	1.64	1.43	4.23e-03	3.07e-02	189	169
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of epithelial cell migration	up-up	1.79	1.51	1.27e-03	3.08e-02	124	122
Stomach cancer	Parkinson's disease	Gene Ontology	anchoring junction	up-up	1.69	1.25	1.32e-07	3.15e-02	698	657
Stomach cancer	Parkinson's disease	Gene Ontology	mesoderm development	up-up	1.59	1.51	2.52e-02	3.15e-02	109	101
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of protein modification process	up-up	1.48	1.18	1.84e-05	3.23e-02	1017	963
Stomach cancer	Parkinson's disease	Gene Ontology	vascular endothelial growth factor receptor signaling pathway	up-up	1.78	1.61	3.09e-03	3.29e-02	80	80
Stomach cancer	Parkinson's disease	Gene Ontology	animal organ morphogenesis	up-up	1.56	1.2	1.59e-06	3.32e-02	940	845
Stomach cancer	Parkinson's disease	Gene Ontology	type i interferon production	up-up	2.42	1.5	5.47e-09	3.39e-02	114	101
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of intrinsic apoptotic signaling pathway	up-up	1.6	1.63	4.80e-02	3.44e-02	51	48
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of superoxide anion generation	up-up	2.07	1.86	1.26e-03	3.44e-02	19	21
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of t helper 1 type immune response	up-up	1.89	1.86	1.04e-02	3.44e-02	21	21
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of hemopoiesis	up-up	1.78	1.32	1.45e-06	3.49e-02	389	365
Stomach cancer	Parkinson's disease	Gene Ontology	signal transduction by p53 class mediator	up-up	2.02	1.38	5.58e-08	3.62e-02	228	217
Stomach cancer	Parkinson's disease	Gene Ontology	dna conformation change	up-up	2.45	1.39	5.47e-09	3.70e-02	241	230
Stomach cancer	Parkinson's disease	Gene Ontology	pulmonary valve development	up-up	1.98	1.86	4.18e-03	3.79e-02	18	19
Stomach cancer	Parkinson's disease	Gene Ontology	cell junction assembly	up-up	1.54	1.41	1.10e-02	3.79e-02	213	204
Stomach cancer	Parkinson's disease	Gene Ontology	superoxide anion generation	up-up	2.04	1.75	7.72e-04	3.79e-02	30	31
Stomach cancer	Parkinson's disease	Gene Ontology	neuroinflammatory response	up-up	2.02	1.64	9.70e-04	3.85e-02	52	56
Stomach cancer	Parkinson's disease	Gene Ontology	myoblast fusion	up-up	1.83	1.71	1.04e-02	3.92e-02	40	35
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of chemotaxis	up-up	1.71	1.55	4.54e-03	3.94e-02	118	119
Stomach cancer	Parkinson's disease	Gene Ontology	collagen catabolic process	up-up	1.79	1.65	1.19e-02	3.95e-02	43	42
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of animal organ morphogenesis	up-up	1.61	1.62	2.63e-02	4.03e-02	74	69
Stomach cancer	Parkinson's disease	Gene Ontology	response to type i interferon	up-up	2.22	1.57	1.14e-06	4.13e-02	73	80
Stomach cancer	Parkinson's disease	Gene Ontology	formation of primary germ layer	up-up	2.08	1.53	2.09e-05	4.15e-02	103	94
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of cell death	up-up	1.67	1.25	4.63e-06	4.39e-02	591	575
Stomach cancer	Parkinson's disease	Gene Ontology	receptor tyrosine kinase binding	up-up	1.73	1.63	1.20e-02	4.49e-02	60	57
Stomach cancer	Parkinson's disease	Gene Ontology	respiratory burst involved in defense response	up-up	1.73	1.8	4.55e-02	4.59e-02	12	11
Stomach cancer	Parkinson's disease	Gene Ontology	astrocyte activation	up-up	1.81	1.82	2.66e-02	4.62e-02	18	19
Stomach cancer	Parkinson's disease	Gene Ontology	growth factor binding	up-up	1.61	1.53	1.52e-02	4.62e-02	119	119
Stomach cancer	Parkinson's disease	Gene Ontology	peptidyl lysine methylation	up-up	1.51	1.51	4.60e-02	4.62e-02	113	94
Stomach cancer	Parkinson's disease	Gene Ontology	respiratory burst	up-up	1.78	1.75	2.09e-02	4.62e-02	29	26
Stomach cancer	Parkinson's disease	Gene Ontology	anoikis	up-up	1.77	1.73	1.93e-02	4.66e-02	31	30
Stomach cancer	Parkinson's disease	Gene Ontology	protein domain specific binding	up-up	1.37	1.24	1.66e-02	4.68e-02	586	558
Stomach cancer	Parkinson's disease	Gene Ontology	positive regulation of interleukin 12 production	up-up	1.7	1.71	3.09e-02	4.71e-02	30	31
Stomach cancer	Parkinson's disease	Gene Ontology	embryonic placenta development	up-up	1.68	1.61	1.63e-02	4.84e-02	81	78
Stomach cancer	Parkinson's disease	Gene Ontology	negative regulation of cellular response to growth factor stimulus	up-up	1.52	1.46	3.71e-02	4.99e-02	126	108
Stomach cancer	Parkinson's disease	Gene Ontology	aerobic respiration	down-down	-1.68	-2.6	2.59e-02	1.26e-08	67	68
Stomach cancer	Parkinson's disease	Gene Ontology	atp synthesis coupled electron transport	down-down	-2.04	-2.64	5.30e-04	1.26e-08	64	62
Stomach cancer	Parkinson's disease	Gene Ontology	cellular respiration	down-down	-1.72	-2.64	1.30e-03	1.26e-08	146	132
Stomach cancer	Parkinson's disease	Gene Ontology	electron transport chain	down-down	-1.46	-2.38	4.05e-02	1.26e-08	141	133
Stomach cancer	Parkinson's disease	Gene Ontology	energy derivation by oxidation of organic compounds	down-down	-1.69	-2.41	4.40e-04	1.26e-08	221	203
Stomach cancer	Parkinson's disease	Gene Ontology	generation of precursor metabolites and energy	down-down	-1.35	-2.27	1.38e-02	1.26e-08	428	411
Stomach cancer	Parkinson's disease	Gene Ontology	inner mitochondrial membrane protein complex	down-down	-1.77	-2.96	5.20e-03	1.26e-08	95	80
Stomach cancer	Parkinson's disease	Gene Ontology	neuron projection	down-down	-1.19	-1.69	2.62e-02	1.26e-08	1136	1005
Stomach cancer	Parkinson's disease	Gene Ontology	oxidation reduction process	down-down	-1.76	-1.8	5.47e-09	1.26e-08	796	727
Stomach cancer	Parkinson's disease	Gene Ontology	oxidative phosphorylation	down-down	-1.87	-2.63	7.95e-04	1.26e-08	103	98
Stomach cancer	Parkinson's disease	Gene Ontology	oxidoreductase complex	down-down	-1.65	-2.45	2.44e-02	1.26e-08	85	77
Stomach cancer	Parkinson's disease	Gene Ontology	respirasome	down-down	-2.22	-2.85	3.03e-05	1.26e-08	68	61
Stomach cancer	Parkinson's disease	Gene Ontology	respiratory chain complex	down-down	-2.1	-2.79	2.87e-04	1.26e-08	58	50
Stomach cancer	Parkinson's disease	Gene Ontology	respiratory electron transport chain	down-down	-1.87	-2.59	2.89e-03	1.26e-08	81	75
Stomach cancer	Parkinson's disease	Gene Ontology	small molecule metabolic process	down-down	-1.51	-1.64	5.47e-09	1.26e-08	1602	1469
Stomach cancer	Parkinson's disease	Gene Ontology	organic acid metabolic process	down-down	-1.49	-1.65	1.58e-06	3.20e-08	939	875
Stomach cancer	Parkinson's disease	Gene Ontology	proton transmembrane transporter activity	down-down	-1.54	-2.34	2.92e-02	7.72e-08	104	86
Stomach cancer	Parkinson's disease	Gene Ontology	tricarboxylic acid cycle	down-down	-1.98	-2.53	7.45e-03	8.74e-08	29	30
Stomach cancer	Parkinson's disease	Gene Ontology	nadh dehydrogenase complex	down-down	-2.2	-2.49	4.51e-04	1.08e-07	35	29
Stomach cancer	Parkinson's disease	Gene Ontology	mitochondrial electron transport nadh to ubiquinone	down-down	-2.06	-2.47	1.80e-03	1.19e-07	38	34
Stomach cancer	Parkinson's disease	Gene Ontology	transmembrane transport	down-down	-1.28	-1.55	5.20e-04	3.28e-07	1328	1114
Stomach cancer	Parkinson's disease	Gene Ontology	organophosphate biosynthetic process	down-down	-1.24	-1.77	4.11e-02	3.97e-07	505	452
Stomach cancer	Parkinson's disease	Gene Ontology	cation transmembrane transport	down-down	-1.4	-1.68	3.41e-04	5.11e-07	733	613
Stomach cancer	Parkinson's disease	Gene Ontology	nadh dehydrogenase activity	down-down	-2.04	-2.48	3.28e-03	5.50e-07	30	26
Stomach cancer	Parkinson's disease	Gene Ontology	oxidoreductase activity	down-down	-1.69	-1.68	6.15e-08	1.54e-06	576	535
Stomach cancer	Parkinson's disease	Gene Ontology	postsynaptic membrane	down-down	-1.45	-1.87	7.73e-03	3.54e-06	290	249
Stomach cancer	Parkinson's disease	Gene Ontology	oxidoreductase activity acting on nad p h quinone or similar compound as acceptor	down-down	-2.19	-2.34	5.52e-04	5.40e-06	40	38
Stomach cancer	Parkinson's disease	Gene Ontology	purine containing compound biosynthetic process	down-down	-1.47	-2	2.80e-02	9.56e-06	167	162
Stomach cancer	Parkinson's disease	Gene Ontology	inorganic ion transmembrane transport	down-down	-1.34	-1.62	3.76e-03	1.12e-05	717	601
Stomach cancer	Parkinson's disease	Gene Ontology	cofactor metabolic process	down-down	-1.55	-1.77	5.71e-04	1.49e-05	361	331
Stomach cancer	Parkinson's disease	Gene Ontology	cofactor biosynthetic process	down-down	-1.4	-1.91	4.11e-02	2.40e-05	197	174
Stomach cancer	Parkinson's disease	Gene Ontology	carbohydrate derivative metabolic process	down-down	-1.19	-1.52	3.49e-02	2.68e-05	933	835
Stomach cancer	Parkinson's disease	Gene Ontology	ion transmembrane transport	down-down	-1.4	-1.51	1.32e-04	4.68e-05	971	812
Stomach cancer	Parkinson's disease	Gene Ontology	cristae formation	down-down	-1.86	-2.17	2.45e-02	1.16e-04	27	23
Stomach cancer	Parkinson's disease	Gene Ontology	coenzyme metabolic process	down-down	-1.43	-1.8	2.52e-02	3.74e-04	210	188
Stomach cancer	Parkinson's disease	Gene Ontology	atp synthesis coupled proton transport	down-down	-1.76	-2.18	3.86e-02	4.10e-04	20	18
Stomach cancer	Parkinson's disease	Gene Ontology	microbody	down-down	-1.72	-1.91	3.09e-03	4.54e-04	114	100
Stomach cancer	Parkinson's disease	Gene Ontology	postsynaptic specialization membrane	down-down	-1.55	-1.95	3.25e-02	4.75e-04	97	81
Stomach cancer	Parkinson's disease	Gene Ontology	monovalent inorganic cation transport	down-down	-1.78	-1.62	1.11e-07	5.88e-04	442	373
Stomach cancer	Parkinson's disease	Gene Ontology	proton transporting atp synthase complex	down-down	-1.95	-2.16	9.24e-03	7.00e-04	16	16
Stomach cancer	Parkinson's disease	Gene Ontology	cation transmembrane transporter activity	down-down	-1.76	-1.54	2.08e-08	8.62e-04	564	462
Stomach cancer	Parkinson's disease	Gene Ontology	dicarboxylic acid metabolic process	down-down	-1.76	-1.93	7.84e-03	9.16e-04	78	70
Stomach cancer	Parkinson's disease	Gene Ontology	cation transport	down-down	-1.44	-1.42	9.44e-06	1.09e-03	997	853
Stomach cancer	Parkinson's disease	Gene Ontology	cofactor binding	down-down	-1.81	-1.58	1.24e-07	1.12e-03	406	400
Stomach cancer	Parkinson's disease	Gene Ontology	nucleoside bisphosphate metabolic process	down-down	-1.82	-1.84	1.34e-03	1.42e-03	113	100
Stomach cancer	Parkinson's disease	Gene Ontology	sulfur compound metabolic process	down-down	-1.59	-1.6	4.28e-04	1.64e-03	312	282
Stomach cancer	Parkinson's disease	Gene Ontology	monocarboxylic acid metabolic process	down-down	-1.95	-1.49	5.47e-09	2.41e-03	515	484
Stomach cancer	Parkinson's disease	Gene Ontology	carbohydrate derivative biosynthetic process	down-down	-1.3	-1.49	2.09e-02	2.44e-03	563	493
Stomach cancer	Parkinson's disease	Gene Ontology	thioester metabolic process	down-down	-1.82	-1.87	4.54e-03	2.82e-03	85	74
Stomach cancer	Parkinson's disease	Gene Ontology	ion transport	down-down	-1.42	-1.32	6.75e-07	2.82e-03	1425	1217
Stomach cancer	Parkinson's disease	Gene Ontology	signal release	down-down	-1.3	-1.52	4.26e-02	2.87e-03	412	374
Stomach cancer	Parkinson's disease	Gene Ontology	phosphotransferase activity phosphate group as acceptor	down-down	-1.71	-1.94	3.56e-02	5.29e-03	42	38
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of membrane potential	down-down	-1.63	-1.52	6.66e-05	7.12e-03	378	340
Stomach cancer	Parkinson's disease	Gene Ontology	oxidoreductase activity acting on the aldehyde or oxo group of donors	down-down	-1.95	-1.92	6.30e-03	8.56e-03	37	37
Stomach cancer	Parkinson's disease	Gene Ontology	thioester biosynthetic process	down-down	-1.78	-1.86	2.57e-02	8.67e-03	45	43
Stomach cancer	Parkinson's disease	Gene Ontology	calcium ion regulated exocytosis	down-down	-1.61	-1.82	4.91e-02	9.34e-03	59	49
Stomach cancer	Parkinson's disease	Gene Ontology	monovalent inorganic cation transmembrane transporter activity	down-down	-1.94	-1.52	2.39e-08	9.76e-03	335	279
Stomach cancer	Parkinson's disease	Gene Ontology	nad binding	down-down	-1.88	-1.82	6.60e-03	1.08e-02	53	51
Stomach cancer	Parkinson's disease	Gene Ontology	lyase activity	down-down	-1.59	-1.64	9.24e-03	1.13e-02	149	144
Stomach cancer	Parkinson's disease	Gene Ontology	cellular lipid metabolic process	down-down	-1.77	-1.35	5.47e-09	1.14e-02	860	749
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of postsynaptic membrane potential	down-down	-1.66	-1.68	9.28e-03	1.19e-02	126	113
Stomach cancer	Parkinson's disease	Gene Ontology	nucleoside bisphosphate biosynthetic process	down-down	-1.76	-1.79	1.53e-02	1.32e-02	57	54
Stomach cancer	Parkinson's disease	Gene Ontology	ion transmembrane transporter activity	down-down	-1.63	-1.37	1.96e-07	1.38e-02	751	613
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of transporter activity	down-down	-1.4	-1.56	1.83e-02	1.44e-02	228	193
Stomach cancer	Parkinson's disease	Gene Ontology	coenzyme binding	down-down	-2	-1.53	1.28e-07	1.48e-02	247	237
Stomach cancer	Parkinson's disease	Gene Ontology	small molecule catabolic process	down-down	-2.11	-1.42	5.47e-09	1.82e-02	361	336
Stomach cancer	Parkinson's disease	Gene Ontology	small molecule biosynthetic process	down-down	-1.58	-1.38	1.29e-05	1.99e-02	585	549
Stomach cancer	Parkinson's disease	Gene Ontology	regulation of dopamine secretion	down-down	-1.66	-1.82	4.96e-02	2.66e-02	31	24
Stomach cancer	Parkinson's disease	Gene Ontology	transporter activity	down-down	-1.44	-1.3	3.09e-05	2.99e-02	982	816
Stomach cancer	Parkinson's disease	Gene Ontology	lipid metabolic process	down-down	-1.76	-1.27	5.47e-09	3.08e-02	1134	1009
Stomach cancer	Parkinson's disease	Gene Ontology	carbohydrate metabolic process	down-down	-1.28	-1.37	2.58e-02	3.19e-02	498	472
Stomach cancer	Parkinson's disease	Gene Ontology	lipid biosynthetic process	down-down	-1.6	-1.34	6.25e-06	3.43e-02	583	532
Stomach cancer	Parkinson's disease	Gene Ontology	peroxisome organization	down-down	-1.71	-1.68	1.74e-02	3.46e-02	65	67
Stomach cancer	Parkinson's disease	Gene Ontology	peroxisomal transport	down-down	-1.76	-1.66	2.00e-02	3.69e-02	56	60
Stomach cancer	Parkinson's disease	Gene Ontology	acetyl coa biosynthetic process	down-down	-2.23	-1.8	8.18e-04	3.97e-02	21	19
Stomach cancer	Parkinson's disease	Canonical Pathways	kegg - cytokine cytokine receptor interaction	up-up	1.49	2.16	1.28e-02	7.41e-09	215	218
Stomach cancer	Parkinson's disease	Canonical Pathways	naba - matrisome	up-up	1.52	1.66	1.96e-05	2.26e-08	827	731
Stomach cancer	Parkinson's disease	Canonical Pathways	reactome - extracellular matrix organization	up-up	2.08	1.93	3.63e-09	7.30e-08	268	251
Stomach cancer	Parkinson's disease	Canonical Pathways	naba - matrisome associated	up-up	1.34	1.61	1.74e-02	1.22e-07	582	535
Stomach cancer	Parkinson's disease	Canonical Pathways	reactome - transcriptional regulation of granulopoiesis	up-up	1.92	2.43	1.09e-03	4.06e-07	53	59
Stomach cancer	Parkinson's disease	Canonical Pathways	reactome - chromatin modifying enzymes	up-up	2.08	1.95	5.64e-08	2.24e-06	198	198
Stomach cancer	Parkinson's disease	Canonical Pathways	kegg - pathways in cancer	up-up	1.66	1.73	3.15e-04	1.26e-05	281	300
Stomach cancer	Parkinson's disease	Canonical Pathways	reactome - ercc6 csb and ehmt2 g9a positively regulate rrna expression	up-up	2.05	2.28	2.53e-04	5.92e-05	39	43
Stomach cancer	Parkinson's disease	Canonical Pathways	pid - fra pathway	up-up	1.94	2.3	1.30e-03	8.07e-05	33	35
Stomach cancer	Parkinson's disease	Canonical Pathways	reactome - dna methylation	up-up	1.91	2.3	1.60e-03	9.57e-05	29	33
Stomach cancer	Parkinson's disease	Canonical Pathways	reactome - prc2 methylates histones and dna	up-up	1.99	2.3	6.58e-04	1.01e-04	37	40
Stomach cancer	Parkinson's disease	Canonical Pathways	pid - e2f pathway	up-up	2.03	2.12	1.42e-04	1.38e-04	66	68
