disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Liver cancer	Alzheimer's disease	Gene Ontology	transmembrane receptor protein kinase activity	down-up	-1.96	1.77	1.95e-03	7.24e-03	64	72
Liver cancer	Alzheimer's disease	Gene Ontology	ligand activated transcription factor activity	down-up	-1.71	1.87	3.82e-02	7.64e-03	41	45
Liver cancer	Alzheimer's disease	Gene Ontology	interleukin 2 production	down-up	-1.86	1.83	7.67e-03	7.69e-03	49	56
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of b cell receptor signaling pathway	down-up	-1.76	1.94	4.20e-02	7.79e-03	15	16
Liver cancer	Alzheimer's disease	Gene Ontology	leukocyte mediated cytotoxicity	down-up	-1.74	1.75	1.22e-02	7.90e-03	74	82
Liver cancer	Alzheimer's disease	Gene Ontology	negative regulation of coagulation	down-up	-1.9	1.91	4.90e-03	8.29e-03	45	48
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of cytokine production involved in immune response	down-up	-1.68	1.71	2.85e-02	8.54e-03	68	75
Liver cancer	Alzheimer's disease	Gene Ontology	sterol homeostasis	down-up	-1.98	1.74	1.64e-03	9.08e-03	60	65
Liver cancer	Alzheimer's disease	Gene Ontology	cholesterol efflux	down-up	-1.88	1.89	1.29e-02	9.70e-03	32	33
Liver cancer	Alzheimer's disease	Gene Ontology	interleukin 2 biosynthetic process	down-up	-1.96	2	1.02e-02	9.73e-03	18	20
Liver cancer	Alzheimer's disease	Gene Ontology	response to endogenous stimulus	down-up	-1.18	1.22	1.44e-02	9.95e-03	1267	1363
Liver cancer	Alzheimer's disease	Gene Ontology	cytokine production involved in immune response	down-up	-1.65	1.7	1.41e-02	1.00e-02	86	93
Liver cancer	Alzheimer's disease	Gene Ontology	c c chemokine binding	down-up	-2.1	1.94	3.85e-03	1.03e-02	21	23
Liver cancer	Alzheimer's disease	Gene Ontology	positive regulation of lipid localization	down-up	-1.65	1.72	3.07e-02	1.05e-02	61	67
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of cholesterol efflux	down-up	-1.8	1.99	4.68e-02	1.10e-02	19	19
Liver cancer	Alzheimer's disease	Gene Ontology	phosphatidylinositol 3 kinase signaling	down-up	-1.59	1.66	2.21e-02	1.12e-02	121	130
Liver cancer	Alzheimer's disease	Gene Ontology	intestinal absorption	down-up	-1.94	1.93	8.98e-03	1.13e-02	28	32
Liver cancer	Alzheimer's disease	Gene Ontology	fibrinolysis	down-up	-2.07	1.9	3.84e-03	1.30e-02	24	25
Liver cancer	Alzheimer's disease	Gene Ontology	positive regulation of leukocyte mediated cytotoxicity	down-up	-1.67	1.84	4.74e-02	1.37e-02	39	41
Liver cancer	Alzheimer's disease	Gene Ontology	response to mechanical stimulus	down-up	-1.45	1.55	2.84e-02	1.45e-02	173	180
Liver cancer	Alzheimer's disease	Gene Ontology	adaptive thermogenesis	down-up	-1.61	1.54	1.47e-02	1.47e-02	131	137
Liver cancer	Alzheimer's disease	Gene Ontology	metal ion homeostasis	down-up	-1.71	1.3	2.69e-07	1.57e-02	506	538
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of response to wounding	down-up	-1.57	1.54	1.81e-02	1.70e-02	136	146
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of t cell mediated immunity	down-up	-1.7	1.72	1.17e-02	1.87e-02	57	62
Liver cancer	Alzheimer's disease	Gene Ontology	acylglycerol homeostasis	down-up	-2.28	1.86	4.41e-04	1.96e-02	22	23
Liver cancer	Alzheimer's disease	Gene Ontology	detection of stimulus involved in sensory perception	down-up	-2.03	1.64	2.57e-04	1.97e-02	91	101
Liver cancer	Alzheimer's disease	Gene Ontology	response to protozoan	down-up	-1.83	1.89	2.16e-02	1.97e-02	17	18
Liver cancer	Alzheimer's disease	Gene Ontology	apical part of cell	down-up	-1.51	1.41	2.59e-03	2.11e-02	291	311
Liver cancer	Alzheimer's disease	Gene Ontology	response to corticosteroid	down-up	-1.8	1.49	1.18e-03	2.16e-02	136	143
Liver cancer	Alzheimer's disease	Gene Ontology	positive regulation of cold induced thermogenesis	down-up	-1.59	1.56	3.33e-02	2.33e-02	81	87
Liver cancer	Alzheimer's disease	Gene Ontology	response to organic cyclic compound	down-up	-1.24	1.24	1.37e-02	2.35e-02	756	811
Liver cancer	Alzheimer's disease	Gene Ontology	response to oxygen containing compound	down-up	-1.41	1.2	5.56e-07	2.38e-02	1286	1376
Liver cancer	Alzheimer's disease	Gene Ontology	chylomicron	down-up	-1.8	1.85	3.20e-02	2.40e-02	10	11
Liver cancer	Alzheimer's disease	Gene Ontology	heparin binding	down-up	-1.69	1.51	5.74e-03	2.49e-02	126	132
Liver cancer	Alzheimer's disease	Gene Ontology	neuroinflammatory response	down-up	-1.85	1.67	6.86e-03	2.55e-02	50	56
Liver cancer	Alzheimer's disease	Gene Ontology	positive regulation of wound healing	down-up	-1.87	1.72	6.30e-03	2.61e-02	48	50
Liver cancer	Alzheimer's disease	Gene Ontology	sensory perception of smell	down-up	-2.34	1.68	2.52e-05	2.61e-02	48	52
Liver cancer	Alzheimer's disease	Gene Ontology	glycosaminoglycan binding	down-up	-1.85	1.5	1.07e-04	2.61e-02	169	180
Liver cancer	Alzheimer's disease	Gene Ontology	transmembrane receptor protein tyrosine kinase activity	down-up	-1.87	1.67	7.35e-03	2.65e-02	49	57
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of blood pressure	down-up	-1.97	1.45	5.07e-05	2.65e-02	154	161
Liver cancer	Alzheimer's disease	Gene Ontology	negative regulation of wound healing	down-up	-1.84	1.58	6.05e-03	2.81e-02	62	65
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of peptide secretion	down-up	-1.33	1.31	1.89e-02	2.81e-02	362	391
Liver cancer	Alzheimer's disease	Gene Ontology	glial cell activation	down-up	-1.74	1.68	3.58e-02	3.12e-02	39	45
Liver cancer	Alzheimer's disease	Gene Ontology	steroid binding	down-up	-1.99	1.57	6.28e-04	3.16e-02	74	79
Liver cancer	Alzheimer's disease	Gene Ontology	negative regulation of response to external stimulus	down-up	-1.44	1.36	1.32e-02	3.19e-02	272	287
Liver cancer	Alzheimer's disease	Gene Ontology	phospholipid efflux	down-up	-2.23	1.79	2.00e-04	3.24e-02	9	10
Liver cancer	Alzheimer's disease	Gene Ontology	plasma membrane protein complex	down-up	-1.62	1.29	2.56e-05	3.33e-02	420	441
Liver cancer	Alzheimer's disease	Gene Ontology	phosphatidylcholine sterol o acyltransferase activator activity	down-up	-1.78	1.73	1.25e-02	3.56e-02	4	5
Liver cancer	Alzheimer's disease	Gene Ontology	terpenoid metabolic process	down-up	-1.95	1.54	1.42e-03	3.70e-02	71	89
Liver cancer	Alzheimer's disease	Gene Ontology	negative regulation of adaptive immune response	down-up	-1.73	1.72	4.68e-02	3.79e-02	31	38
Liver cancer	Alzheimer's disease	Gene Ontology	negative regulation of ossification	down-up	-1.76	1.67	1.04e-02	3.83e-02	60	59
Liver cancer	Alzheimer's disease	Gene Ontology	response to retinoic acid	down-up	-1.67	1.56	1.50e-02	4.04e-02	89	97
Liver cancer	Alzheimer's disease	Gene Ontology	intestinal lipid absorption	down-up	-1.86	1.78	2.69e-02	4.05e-02	12	15
Liver cancer	Alzheimer's disease	Gene Ontology	response to fungus	down-up	-1.73	1.67	3.40e-02	4.36e-02	32	35
Liver cancer	Alzheimer's disease	Gene Ontology	positive regulation of leukocyte mediated immunity	down-up	-1.61	1.5	2.45e-02	4.64e-02	100	106
Liver cancer	Alzheimer's disease	Gene Ontology	negative regulation of cellular response to growth factor stimulus	down-up	-1.86	1.48	1.88e-03	4.72e-02	100	108
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of production of molecular mediator of immune response	down-up	-1.52	1.56	4.31e-02	4.74e-02	107	118
Liver cancer	Alzheimer's disease	Gene Ontology	sterol binding	down-up	-1.96	1.68	3.92e-03	4.79e-02	43	46
Liver cancer	Alzheimer's disease	Gene Ontology	organic hydroxy compound transmembrane transporter activity	down-up	-2.19	1.71	1.14e-03	4.88e-02	30	32
Liver cancer	Alzheimer's disease	Gene Ontology	chemokine activity	down-up	-1.72	1.64	3.49e-02	4.91e-02	32	36
Liver cancer	Alzheimer's disease	Gene Ontology	amide biosynthetic process	up-down	1.89	-2.19	6.69e-09	5.63e-09	517	566
Liver cancer	Alzheimer's disease	Gene Ontology	anaphase promoting complex dependent catabolic process	up-down	2.56	-2.58	6.69e-09	5.63e-09	62	67
Liver cancer	Alzheimer's disease	Gene Ontology	catalytic activity acting on rna	up-down	2.46	-2.15	6.69e-09	5.63e-09	244	257
Liver cancer	Alzheimer's disease	Gene Ontology	catalytic complex	up-down	2.31	-2.04	6.69e-09	5.63e-09	932	990
Liver cancer	Alzheimer's disease	Gene Ontology	cellular amide metabolic process	up-down	1.57	-1.91	3.52e-05	5.63e-09	704	770
Liver cancer	Alzheimer's disease	Gene Ontology	cellular macromolecule catabolic process	up-down	2	-1.75	6.69e-09	5.63e-09	750	816
Liver cancer	Alzheimer's disease	Gene Ontology	cellular macromolecule localization	up-down	1.62	-1.71	6.69e-09	5.63e-09	1305	1416
Liver cancer	Alzheimer's disease	Gene Ontology	cellular protein catabolic process	up-down	1.82	-1.96	1.70e-07	5.63e-09	495	531
Liver cancer	Alzheimer's disease	Gene Ontology	cellular protein containing complex assembly	up-down	2.17	-2.06	6.69e-09	5.63e-09	683	747
Liver cancer	Alzheimer's disease	Gene Ontology	envelope	up-down	1.47	-2.48	6.37e-04	5.63e-09	771	826
Liver cancer	Alzheimer's disease	Gene Ontology	golgi vesicle transport	up-down	1.48	-2.16	2.50e-02	5.63e-09	250	277
Liver cancer	Alzheimer's disease	Gene Ontology	hydrolase activity acting on acid anhydrides	up-down	1.89	-1.84	6.69e-09	5.63e-09	558	613
Liver cancer	Alzheimer's disease	Gene Ontology	intracellular protein transport	up-down	1.76	-1.94	6.69e-09	5.63e-09	761	833
Liver cancer	Alzheimer's disease	Gene Ontology	intracellular transport	up-down	1.72	-2.01	6.69e-09	5.63e-09	1153	1265
Liver cancer	Alzheimer's disease	Gene Ontology	macroautophagy	up-down	1.75	-2.21	3.70e-04	5.63e-09	198	209
Liver cancer	Alzheimer's disease	Gene Ontology	mitochondrial gene expression	up-down	2.25	-2.89	1.41e-06	5.63e-09	101	109
Liver cancer	Alzheimer's disease	Gene Ontology	mitochondrial protein complex	up-down	1.71	-3.42	1.81e-03	5.63e-09	159	168
Liver cancer	Alzheimer's disease	Gene Ontology	mitochondrial translation	up-down	2.25	-2.91	4.47e-06	5.63e-09	86	92
Liver cancer	Alzheimer's disease	Gene Ontology	mitochondrial translational termination	up-down	2	-2.71	1.85e-03	5.63e-09	55	58
Liver cancer	Alzheimer's disease	Gene Ontology	modification dependent macromolecule catabolic process	up-down	2	-2.14	6.69e-09	5.63e-09	398	426
Liver cancer	Alzheimer's disease	Gene Ontology	ncrna metabolic process	up-down	2.68	-2.18	6.69e-09	5.63e-09	293	313
Liver cancer	Alzheimer's disease	Gene Ontology	ncrna processing	up-down	2.66	-2.13	6.69e-09	5.63e-09	245	264
Liver cancer	Alzheimer's disease	Gene Ontology	organellar ribosome	up-down	2.05	-2.77	1.07e-03	5.63e-09	53	56
Liver cancer	Alzheimer's disease	Gene Ontology	organonitrogen compound biosynthetic process	up-down	1.25	-1.72	3.09e-02	5.63e-09	1181	1277
Liver cancer	Alzheimer's disease	Gene Ontology	peptidase complex	up-down	2.35	-2.57	6.30e-07	5.63e-09	67	71
Liver cancer	Alzheimer's disease	Gene Ontology	peptide biosynthetic process	up-down	2.2	-2.15	6.69e-09	5.63e-09	421	461
Liver cancer	Alzheimer's disease	Gene Ontology	peptide metabolic process	up-down	2.01	-1.95	6.69e-09	5.63e-09	528	576
Liver cancer	Alzheimer's disease	Gene Ontology	proteasomal protein catabolic process	up-down	2.03	-2.08	6.69e-09	5.63e-09	318	338
Liver cancer	Alzheimer's disease	Gene Ontology	protein containing complex assembly	up-down	1.67	-1.67	6.69e-09	5.63e-09	1234	1324
Liver cancer	Alzheimer's disease	Gene Ontology	protein modification by small protein conjugation	up-down	2.12	-2.04	6.69e-09	5.63e-09	567	616
Liver cancer	Alzheimer's disease	Gene Ontology	protein modification by small protein conjugation or removal	up-down	2.18	-2.03	6.69e-09	5.63e-09	692	748
Liver cancer	Alzheimer's disease	Gene Ontology	proton transporting two sector atpase complex	up-down	1.83	-2.79	7.50e-03	5.63e-09	33	36
Liver cancer	Alzheimer's disease	Gene Ontology	ribonucleoprotein complex	up-down	2.67	-2.11	6.69e-09	5.63e-09	441	480
Liver cancer	Alzheimer's disease	Gene Ontology	ribonucleoprotein complex biogenesis	up-down	2.84	-2.33	6.69e-09	5.63e-09	287	315
Liver cancer	Alzheimer's disease	Gene Ontology	ribosome biogenesis	up-down	2.65	-2.23	6.69e-09	5.63e-09	191	211
Liver cancer	Alzheimer's disease	Gene Ontology	rna binding	up-down	2.47	-1.84	6.69e-09	5.63e-09	1093	1178
Liver cancer	Alzheimer's disease	Gene Ontology	rna processing	up-down	2.58	-1.83	6.69e-09	5.63e-09	606	653
Liver cancer	Alzheimer's disease	Gene Ontology	scf dependent proteasomal ubiquitin dependent protein catabolic process	up-down	2.27	-2.56	5.06e-06	5.63e-09	67	69
Liver cancer	Alzheimer's disease	Gene Ontology	translational elongation	up-down	2.12	-2.73	3.52e-05	5.63e-09	83	90
Liver cancer	Alzheimer's disease	Gene Ontology	translational termination	up-down	1.97	-2.76	9.21e-04	5.63e-09	68	72
Liver cancer	Alzheimer's disease	Gene Ontology	trna metabolic process	up-down	2.55	-2.47	6.69e-09	5.63e-09	117	126
Liver cancer	Alzheimer's disease	Gene Ontology	endopeptidase complex	up-down	2.43	-2.61	3.59e-07	5.80e-09	52	55
Liver cancer	Alzheimer's disease	Gene Ontology	ribosome	up-down	2.37	-2.33	6.69e-09	7.59e-09	126	149
Liver cancer	Alzheimer's disease	Gene Ontology	cellular protein complex disassembly	up-down	1.86	-2.27	2.27e-04	9.23e-09	147	160
Liver cancer	Alzheimer's disease	Gene Ontology	ribosomal subunit	up-down	2.31	-2.35	1.63e-07	1.83e-08	98	121
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of cell cycle g2 m phase transition	up-down	2.4	-2.18	6.69e-09	3.66e-08	162	173
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of cellular amino acid metabolic process	up-down	2.08	-2.56	2.43e-04	6.99e-08	52	52
Liver cancer	Alzheimer's disease	Gene Ontology	catalytic activity acting on a trna	up-down	2.39	-2.42	1.08e-07	8.71e-08	77	83
Liver cancer	Alzheimer's disease	Gene Ontology	protein catabolic process	up-down	1.72	-1.72	5.30e-07	9.09e-08	599	648
Liver cancer	Alzheimer's disease	Gene Ontology	ribonucleotide binding	up-down	1.44	-1.54	5.67e-05	1.28e-07	1274	1386
Liver cancer	Alzheimer's disease	Gene Ontology	nucleolus	up-down	2.3	-1.72	6.69e-09	1.33e-07	618	667
Liver cancer	Alzheimer's disease	Gene Ontology	cell cycle g2 m phase transition	up-down	2.46	-2.07	6.69e-09	1.64e-07	206	218
Liver cancer	Alzheimer's disease	Gene Ontology	protein polyubiquitination	up-down	1.88	-2.06	3.02e-05	1.83e-07	205	219
Liver cancer	Alzheimer's disease	Gene Ontology	negative regulation of cell cycle g2 m phase transition	up-down	2.36	-2.33	3.16e-07	3.09e-07	80	84
Liver cancer	Alzheimer's disease	Gene Ontology	protein modification by small protein removal	up-down	2.19	-2.03	6.69e-09	4.07e-07	202	218
Liver cancer	Alzheimer's disease	Gene Ontology	ubiquitin like protein transferase activity	up-down	1.8	-1.98	8.00e-05	4.55e-07	243	257
Liver cancer	Alzheimer's disease	Gene Ontology	protein localization to organelle	up-down	1.78	-1.65	6.69e-09	5.09e-07	655	715
Liver cancer	Alzheimer's disease	Gene Ontology	establishment of protein localization to organelle	up-down	1.73	-1.8	2.61e-05	5.78e-07	389	434
Liver cancer	Alzheimer's disease	Gene Ontology	transferase complex	up-down	2.29	-1.71	6.69e-09	9.44e-07	539	565
Liver cancer	Alzheimer's disease	Gene Ontology	mitochondrial large ribosomal subunit	up-down	1.73	-2.46	2.78e-02	1.25e-06	34	35
Liver cancer	Alzheimer's disease	Gene Ontology	posttranscriptional regulation of gene expression	up-down	2.2	-1.81	6.69e-09	1.32e-06	413	445
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of cellular amine metabolic process	up-down	1.78	-2.36	9.52e-03	1.50e-06	67	70
Liver cancer	Alzheimer's disease	Gene Ontology	structural constituent of ribosome	up-down	2.22	-2.22	2.90e-06	1.75e-06	85	105
Liver cancer	Alzheimer's disease	Gene Ontology	organelle localization	up-down	1.74	-1.73	2.39e-06	2.02e-06	436	479
Liver cancer	Alzheimer's disease	Gene Ontology	protein containing complex disassembly	up-down	1.91	-1.96	6.22e-06	2.06e-06	219	238
Liver cancer	Alzheimer's disease	Gene Ontology	rrna metabolic process	up-down	2.58	-2.1	6.69e-09	2.09e-06	148	158
Liver cancer	Alzheimer's disease	Gene Ontology	amino acid activation	up-down	2.09	-2.44	5.91e-04	2.63e-06	32	36
Liver cancer	Alzheimer's disease	Gene Ontology	transcription coupled nucleotide excision repair	up-down	2.22	-2.29	2.03e-05	2.80e-06	57	65
Liver cancer	Alzheimer's disease	Gene Ontology	mrna metabolic process	up-down	2.5	-1.67	6.69e-09	2.87e-06	563	614
Liver cancer	Alzheimer's disease	Gene Ontology	ribonucleoprotein complex subunit organization	up-down	2.57	-2.07	6.69e-09	5.07e-06	136	151
Liver cancer	Alzheimer's disease	Gene Ontology	protein folding	up-down	1.63	-2.04	1.18e-02	5.43e-06	144	157
Liver cancer	Alzheimer's disease	Gene Ontology	large ribosomal subunit	up-down	2.13	-2.25	1.58e-04	6.16e-06	63	73
Liver cancer	Alzheimer's disease	Gene Ontology	microtubule cytoskeleton	up-down	2.05	-1.56	6.69e-09	7.96e-06	783	836
Liver cancer	Alzheimer's disease	Gene Ontology	microtubule	up-down	2.01	-1.84	1.23e-07	8.19e-06	260	284
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of transcription from rna polymerase ii promoter in response to hypoxia	up-down	2	-2.27	8.06e-04	8.83e-06	64	70
Liver cancer	Alzheimer's disease	Gene Ontology	adenyl nucleotide binding	up-down	1.44	-1.48	5.08e-04	1.24e-05	1060	1147
Liver cancer	Alzheimer's disease	Gene Ontology	antigen processing and presentation of peptide antigen	up-down	1.99	-2	3.72e-05	1.42e-05	132	154
Liver cancer	Alzheimer's disease	Gene Ontology	macromolecule catabolic process	up-down	1.78	-1.5	6.69e-09	1.71e-05	917	998
Liver cancer	Alzheimer's disease	Gene Ontology	mitochondrial small ribosomal subunit	up-down	1.9	-2.35	1.46e-02	2.08e-05	19	21
Liver cancer	Alzheimer's disease	Gene Ontology	microtubule based process	up-down	1.97	-1.66	6.69e-09	2.64e-05	475	513
Liver cancer	Alzheimer's disease	Gene Ontology	proteasome accessory complex	up-down	2.25	-2.35	4.01e-05	2.73e-05	23	23
Liver cancer	Alzheimer's disease	Gene Ontology	trna processing	up-down	2.37	-2.11	1.33e-07	3.53e-05	83	89
Liver cancer	Alzheimer's disease	Gene Ontology	ligase activity forming carbon oxygen bonds	up-down	2.01	-2.32	2.94e-03	4.02e-05	26	30
Liver cancer	Alzheimer's disease	Gene Ontology	process utilizing autophagic mechanism	up-down	1.53	-1.73	4.57e-03	4.59e-05	339	362
Liver cancer	Alzheimer's disease	Gene Ontology	ubiquitin ligase complex	up-down	1.92	-1.88	1.42e-05	4.82e-05	177	184
Liver cancer	Alzheimer's disease	Gene Ontology	rna splicing via transesterification reactions	up-down	2.5	-1.79	6.69e-09	4.97e-05	249	261
Liver cancer	Alzheimer's disease	Gene Ontology	membrane coat	up-down	1.79	-2.14	1.24e-02	5.22e-05	57	67
Liver cancer	Alzheimer's disease	Gene Ontology	rna catabolic process	up-down	2.35	-1.74	6.69e-09	6.04e-05	261	294
Liver cancer	Alzheimer's disease	Gene Ontology	endosomal transport	up-down	1.81	-1.9	6.78e-04	7.23e-05	147	154
Liver cancer	Alzheimer's disease	Gene Ontology	protein containing complex localization	up-down	2.01	-1.8	5.33e-07	8.83e-05	199	214
Liver cancer	Alzheimer's disease	Gene Ontology	protein localization to membrane	up-down	1.33	-1.64	4.43e-02	9.15e-05	419	456
Liver cancer	Alzheimer's disease	Gene Ontology	ribonucleoprotein complex binding	up-down	2.13	-2.02	3.97e-05	9.86e-05	90	97
Liver cancer	Alzheimer's disease	Gene Ontology	nucleotide excision repair	up-down	2.12	-2.06	4.86e-05	1.14e-04	86	94
Liver cancer	Alzheimer's disease	Gene Ontology	rna localization	up-down	2.38	-1.83	6.69e-09	1.67e-04	161	176
Liver cancer	Alzheimer's disease	Gene Ontology	antigen processing and presentation of exogenous peptide antigen via mhc class i	up-down	1.97	-2.14	1.74e-03	1.76e-04	58	61
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of mrna catabolic process	up-down	2.02	-1.88	1.27e-05	1.99e-04	142	156
Liver cancer	Alzheimer's disease	Gene Ontology	organelle subcompartment	up-down	1.54	-1.74	8.25e-03	2.05e-04	230	259
Liver cancer	Alzheimer's disease	Gene Ontology	cellular component disassembly	up-down	1.7	-1.64	4.54e-05	2.39e-04	387	414
Liver cancer	Alzheimer's disease	Gene Ontology	nuclear envelope	up-down	1.96	-1.66	6.65e-08	2.51e-04	329	357
Liver cancer	Alzheimer's disease	Gene Ontology	establishment of protein localization to membrane	up-down	1.73	-1.78	5.95e-04	2.86e-04	202	224
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of macroautophagy	up-down	1.6	-1.92	2.45e-02	3.00e-04	123	127
Liver cancer	Alzheimer's disease	Gene Ontology	atpase activity coupled to transmembrane movement of ions rotational mechanism	up-down	1.98	-2.14	5.16e-03	3.15e-04	15	18
Liver cancer	Alzheimer's disease	Gene Ontology	translation factor activity rna binding	up-down	2.26	-2.1	2.48e-05	3.19e-04	59	62
Liver cancer	Alzheimer's disease	Gene Ontology	establishment of organelle localization	up-down	1.72	-1.69	1.60e-04	3.31e-04	285	316
Liver cancer	Alzheimer's disease	Gene Ontology	trna binding	up-down	1.9	-2.15	4.23e-03	3.88e-04	33	38
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of catabolic process	up-down	1.64	-1.49	3.92e-06	4.09e-04	695	747
Liver cancer	Alzheimer's disease	Gene Ontology	antigen processing and presentation	up-down	1.75	-1.77	1.62e-03	4.17e-04	161	184
Liver cancer	Alzheimer's disease	Gene Ontology	telomerase rna localization	up-down	2.12	-2.12	1.13e-03	4.42e-04	15	16
Liver cancer	Alzheimer's disease	Gene Ontology	tubulin binding	up-down	1.62	-1.73	2.61e-03	4.80e-04	229	245
Liver cancer	Alzheimer's disease	Gene Ontology	retrograde vesicle mediated transport golgi to endoplasmic reticulum	up-down	1.96	-1.98	2.02e-03	4.85e-04	63	71
Liver cancer	Alzheimer's disease	Gene Ontology	atpase activity	up-down	2.07	-1.66	6.69e-09	5.30e-04	290	320
Liver cancer	Alzheimer's disease	Gene Ontology	fc epsilon receptor signaling pathway	up-down	1.83	-1.96	2.34e-03	5.50e-04	92	102
Liver cancer	Alzheimer's disease	Gene Ontology	proton transporting v type atpase complex	up-down	2.03	-2.13	3.04e-03	5.88e-04	16	19
Liver cancer	Alzheimer's disease	Gene Ontology	post translational protein modification	up-down	1.59	-1.67	3.68e-03	5.94e-04	259	270
Liver cancer	Alzheimer's disease	Gene Ontology	interleukin 1 mediated signaling pathway	up-down	1.95	-1.96	8.17e-04	5.98e-04	83	88
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of cellular catabolic process	up-down	1.53	-1.5	4.52e-04	6.11e-04	584	627
Liver cancer	Alzheimer's disease	Gene Ontology	cytoplasmic translation	up-down	2.22	-1.99	2.47e-05	6.45e-04	63	68
Liver cancer	Alzheimer's disease	Gene Ontology	proteasome regulatory particle base subcomplex	up-down	1.99	-2.14	4.71e-03	6.72e-04	12	12
Liver cancer	Alzheimer's disease	Gene Ontology	gtpase activity	up-down	1.45	-1.73	3.24e-02	7.57e-04	203	222
Liver cancer	Alzheimer's disease	Gene Ontology	ubiquitin like protein ligase binding	up-down	1.7	-1.7	3.47e-04	7.77e-04	232	255
Liver cancer	Alzheimer's disease	Gene Ontology	spliceosomal tri snrnp complex	up-down	2.29	-2.13	2.47e-05	8.09e-04	25	27
Liver cancer	Alzheimer's disease	Gene Ontology	trna modification	up-down	2.03	-1.96	4.72e-04	8.15e-04	56	58
Liver cancer	Alzheimer's disease	Gene Ontology	cytoplasmic dynein complex	up-down	1.78	-2.08	3.89e-02	8.95e-04	15	16
Liver cancer	Alzheimer's disease	Gene Ontology	microtubule based movement	up-down	1.58	-1.73	9.09e-03	9.22e-04	165	178
Liver cancer	Alzheimer's disease	Gene Ontology	rna splicing	up-down	2.47	-1.63	6.69e-09	1.06e-03	301	320
Liver cancer	Alzheimer's disease	Gene Ontology	positive regulation of telomerase rna localization to cajal body	up-down	1.95	-2.09	7.35e-03	1.14e-03	11	12
Liver cancer	Alzheimer's disease	Gene Ontology	mrna processing	up-down	2.4	-1.6	6.69e-09	1.21e-03	339	365
Liver cancer	Alzheimer's disease	Gene Ontology	transferrin transport	up-down	1.71	-2.07	4.68e-02	1.34e-03	27	29
Liver cancer	Alzheimer's disease	Gene Ontology	sm like protein family complex	up-down	2.41	-1.93	1.26e-06	1.40e-03	55	58
Liver cancer	Alzheimer's disease	Gene Ontology	translation regulator activity nucleic acid binding	up-down	2.22	-1.93	6.31e-06	1.50e-03	69	76
Liver cancer	Alzheimer's disease	Gene Ontology	u2 type spliceosomal complex	up-down	2.43	-1.93	9.83e-08	1.70e-03	67	70
Liver cancer	Alzheimer's disease	Gene Ontology	cell cycle phase transition	up-down	2.47	-1.49	6.69e-09	1.81e-03	451	479
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of establishment of planar polarity	up-down	1.85	-1.88	2.09e-03	2.02e-03	88	88
Liver cancer	Alzheimer's disease	Gene Ontology	nuclear transcribed mrna catabolic process exonucleolytic	up-down	2.11	-2.03	3.61e-04	2.05e-03	29	29
Liver cancer	Alzheimer's disease	Gene Ontology	small ribosomal subunit	up-down	2.07	-1.97	7.11e-04	2.07e-03	38	52
Liver cancer	Alzheimer's disease	Gene Ontology	preribosome	up-down	2.15	-1.97	1.46e-04	2.33e-03	48	53
Liver cancer	Alzheimer's disease	Gene Ontology	pyrophosphate hydrolysis driven proton transmembrane transporter activity	up-down	1.84	-2.03	1.80e-02	2.80e-03	24	27
Liver cancer	Alzheimer's disease	Gene Ontology	microtubule polymerization or depolymerization	up-down	1.8	-1.86	4.87e-03	2.85e-03	83	90
Liver cancer	Alzheimer's disease	Gene Ontology	kinetochore	up-down	2.6	-1.78	6.69e-09	2.90e-03	97	101
Liver cancer	Alzheimer's disease	Gene Ontology	spliceosomal complex	up-down	2.63	-1.74	6.69e-09	3.09e-03	126	135
Liver cancer	Alzheimer's disease	Gene Ontology	cullin ring ubiquitin ligase complex	up-down	1.96	-1.8	2.41e-04	3.10e-03	95	98
Liver cancer	Alzheimer's disease	Gene Ontology	regulation of cell cycle phase transition	up-down	2.32	-1.54	6.69e-09	3.14e-03	331	351
Liver cancer	Alzheimer's disease	Gene Ontology	cellular nitrogen compound catabolic process	up-down	1.78	-1.49	3.64e-06	3.20e-03	386	427
Liver cancer	Alzheimer's disease	Gene Ontology	endomembrane system organization	up-down	1.41	-1.56	4.41e-02	3.32e-03	276	296
Liver cancer	Alzheimer's disease	Gene Ontology	ribosomal large subunit biogenesis	up-down	2.19	-1.93	7.23e-05	3.39e-03	42	48
