disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Bladder cancer	Alzheimer's disease	Gene Ontology	scavenger receptor activity	down-up	-1.81	2.32	1.06e-02	1.30e-04	51	36
Bladder cancer	Alzheimer's disease	Gene Ontology	complement activation	down-up	-2.27	2.18	4.72e-05	1.43e-04	61	60
Bladder cancer	Alzheimer's disease	Gene Ontology	roof of mouth development	down-up	-1.56	2.06	3.68e-02	1.62e-04	85	76
Bladder cancer	Alzheimer's disease	Gene Ontology	chondrocyte differentiation	down-up	-2.11	2.04	7.96e-06	1.64e-04	111	96
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of t cell differentiation	down-up	-1.48	2	2.50e-02	1.78e-04	131	113
Bladder cancer	Alzheimer's disease	Gene Ontology	taxis	down-up	-1.92	1.5	6.96e-09	1.96e-04	579	516
Bladder cancer	Alzheimer's disease	Gene Ontology	i kappab kinase nf kappab signaling	down-up	-1.77	1.77	5.57e-05	2.15e-04	240	202
Bladder cancer	Alzheimer's disease	Gene Ontology	vasculogenesis	down-up	-1.58	2.07	4.39e-02	2.17e-04	75	70
Bladder cancer	Alzheimer's disease	Gene Ontology	negative regulation of cell adhesion	down-up	-1.82	1.73	1.96e-05	2.21e-04	251	230
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of humoral immune response	down-up	-2.12	2.14	1.48e-04	2.24e-04	62	60
Bladder cancer	Alzheimer's disease	Gene Ontology	cell proliferation involved in heart morphogenesis	down-up	-1.95	2.32	2.11e-02	2.35e-04	16	17
Bladder cancer	Alzheimer's disease	Gene Ontology	ear development	down-up	-1.55	1.82	9.44e-03	2.40e-04	202	168
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of protein modification process	down-up	-1.52	1.38	8.42e-08	2.41e-04	1099	964
Bladder cancer	Alzheimer's disease	Gene Ontology	mammary gland morphogenesis	down-up	-1.72	2.22	4.14e-02	2.62e-04	43	41
Bladder cancer	Alzheimer's disease	Gene Ontology	phagocytosis	down-up	-2.12	1.72	3.65e-08	2.79e-04	236	214
Bladder cancer	Alzheimer's disease	Gene Ontology	tyrosine phosphorylation of stat protein	down-up	-1.86	2	4.70e-03	3.22e-04	75	66
Bladder cancer	Alzheimer's disease	Gene Ontology	alpha beta t cell proliferation	down-up	-1.84	2.29	2.25e-02	3.48e-04	27	24
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of heart morphogenesis	down-up	-2.18	2.29	6.20e-04	3.70e-04	36	32
Bladder cancer	Alzheimer's disease	Gene Ontology	negative regulation of leukocyte differentiation	down-up	-1.68	2.04	5.76e-03	3.88e-04	88	77
Bladder cancer	Alzheimer's disease	Gene Ontology	anatomical structure regression	down-up	-1.95	2.19	1.89e-02	3.93e-04	9	9
Bladder cancer	Alzheimer's disease	Gene Ontology	myeloid leukocyte migration	down-up	-2.29	1.75	6.96e-09	3.93e-04	189	175
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of epithelial cell proliferation	down-up	-1.83	1.81	7.19e-05	4.31e-04	172	155
Bladder cancer	Alzheimer's disease	Gene Ontology	lymphocyte activation involved in immune response	down-up	-1.54	1.88	8.80e-03	4.66e-04	162	133
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of adaptive immune response	down-up	-1.65	1.88	2.46e-03	4.85e-04	147	129
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of cell killing	down-up	-1.83	1.96	5.86e-03	4.95e-04	82	75
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of tumor necrosis factor superfamily cytokine production	down-up	-1.94	2.03	3.79e-04	5.07e-04	80	73
Bladder cancer	Alzheimer's disease	Gene Ontology	b cell receptor signaling pathway	down-up	-2.21	2.12	9.80e-05	5.33e-04	53	43
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of lymphocyte differentiation	down-up	-1.96	2	1.84e-04	5.98e-04	88	83
Bladder cancer	Alzheimer's disease	Gene Ontology	blood microparticle	down-up	-1.59	1.98	1.15e-02	6.32e-04	89	85
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of leukocyte migration	down-up	-2.13	1.88	7.14e-06	6.33e-04	123	114
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of response to external stimulus	down-up	-1.54	1.43	9.75e-05	6.57e-04	563	498
Bladder cancer	Alzheimer's disease	Gene Ontology	protein complex involved in cell adhesion	down-up	-2.23	2.27	5.52e-04	6.62e-04	32	29
Bladder cancer	Alzheimer's disease	Gene Ontology	cardiac chamber morphogenesis	down-up	-1.65	1.88	1.48e-02	6.67e-04	122	114
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of lymphocyte mediated immunity	down-up	-1.47	1.83	3.02e-02	6.72e-04	131	115
Bladder cancer	Alzheimer's disease	Gene Ontology	cd4 positive alpha beta t cell activation	down-up	-1.6	1.96	3.24e-02	6.77e-04	83	70
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of peptidyl tyrosine phosphorylation	down-up	-1.82	1.79	1.31e-04	6.97e-04	174	159
Bladder cancer	Alzheimer's disease	Gene Ontology	activation of immune response	down-up	-1.77	1.49	1.11e-08	6.97e-04	533	475
Bladder cancer	Alzheimer's disease	Gene Ontology	t cell selection	down-up	-1.98	2.14	6.20e-03	7.13e-04	46	41
Bladder cancer	Alzheimer's disease	Gene Ontology	muscle system process	down-up	-2.06	1.54	6.96e-09	7.21e-04	406	374
Bladder cancer	Alzheimer's disease	Gene Ontology	interferon gamma production	down-up	-1.98	1.9	1.36e-04	7.57e-04	100	87
Bladder cancer	Alzheimer's disease	Gene Ontology	cardiac ventricle development	down-up	-1.74	1.86	1.63e-03	7.59e-04	119	106
Bladder cancer	Alzheimer's disease	Gene Ontology	mesoderm morphogenesis	down-up	-1.96	2.09	1.17e-03	7.63e-04	65	58
Bladder cancer	Alzheimer's disease	Gene Ontology	peptidyl tyrosine modification	down-up	-1.7	1.64	1.46e-05	7.98e-04	340	308
Bladder cancer	Alzheimer's disease	Gene Ontology	cellular response to vascular endothelial growth factor stimulus	down-up	-1.61	2.13	4.49e-02	8.09e-04	52	46
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of cellular response to growth factor stimulus	down-up	-1.82	1.7	2.97e-05	8.20e-04	248	205
Bladder cancer	Alzheimer's disease	Gene Ontology	mesodermal cell differentiation	down-up	-1.96	2.29	5.13e-03	8.80e-04	29	28
Bladder cancer	Alzheimer's disease	Gene Ontology	mesenchyme morphogenesis	down-up	-2.53	2.08	1.40e-06	8.88e-04	50	45
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of erk1 and erk2 cascade	down-up	-2	1.75	3.92e-06	9.19e-04	181	168
Bladder cancer	Alzheimer's disease	Gene Ontology	muscle cell proliferation	down-up	-2.09	1.7	2.50e-07	9.19e-04	185	173
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of anatomical structure morphogenesis	down-up	-1.83	1.36	6.96e-09	9.22e-04	980	852
Bladder cancer	Alzheimer's disease	Gene Ontology	transmembrane receptor protein serine threonine kinase signaling pathway	down-up	-1.59	1.64	5.91e-04	9.22e-04	299	256
Bladder cancer	Alzheimer's disease	Gene Ontology	complement activation alternative pathway	down-up	-2.04	2.16	6.39e-03	9.72e-04	14	14
Bladder cancer	Alzheimer's disease	Gene Ontology	circulatory system process	down-up	-1.68	1.47	9.30e-07	9.98e-04	499	462
Bladder cancer	Alzheimer's disease	Gene Ontology	positive t cell selection	down-up	-1.9	2.23	1.47e-02	1.02e-03	33	29
Bladder cancer	Alzheimer's disease	Gene Ontology	cell surface receptor signaling pathway involved in heart development	down-up	-1.8	2.18	2.89e-02	1.03e-03	27	22
Bladder cancer	Alzheimer's disease	Gene Ontology	actinin binding	down-up	-1.81	2.15	2.35e-02	1.05e-03	35	31
Bladder cancer	Alzheimer's disease	Gene Ontology	integrin mediated signaling pathway	down-up	-2.21	1.93	3.15e-06	1.16e-03	100	90
Bladder cancer	Alzheimer's disease	Gene Ontology	muscle tissue development	down-up	-1.92	1.57	4.42e-08	1.16e-03	362	318
Bladder cancer	Alzheimer's disease	Gene Ontology	cardiac septum development	down-up	-1.77	1.87	2.14e-03	1.18e-03	101	92
Bladder cancer	Alzheimer's disease	Gene Ontology	negative regulation of immune effector process	down-up	-1.67	1.86	8.72e-03	1.20e-03	107	99
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of leukocyte apoptotic process	down-up	-2.05	1.94	1.05e-04	1.21e-03	80	67
Bladder cancer	Alzheimer's disease	Gene Ontology	fat cell differentiation	down-up	-1.73	1.72	5.08e-04	1.23e-03	188	162
Bladder cancer	Alzheimer's disease	Gene Ontology	myeloid leukocyte differentiation	down-up	-1.81	1.71	5.37e-05	1.26e-03	189	168
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of antigen receptor mediated signaling pathway	down-up	-2.02	2.06	5.36e-04	1.29e-03	56	49
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of cartilage development	down-up	-2.12	2.25	1.85e-03	1.34e-03	30	28
Bladder cancer	Alzheimer's disease	Gene Ontology	negative regulation of leukocyte apoptotic process	down-up	-1.94	2.09	5.28e-03	1.38e-03	47	41
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of defense response	down-up	-1.37	1.42	5.41e-04	1.42e-03	674	577
Bladder cancer	Alzheimer's disease	Gene Ontology	digestive tract morphogenesis	down-up	-2.03	2.05	2.21e-03	1.43e-03	47	42
Bladder cancer	Alzheimer's disease	Gene Ontology	leukocyte apoptotic process	down-up	-1.75	1.86	2.13e-03	1.48e-03	102	89
Bladder cancer	Alzheimer's disease	Gene Ontology	coreceptor activity	down-up	-2.17	2.12	1.03e-03	1.62e-03	42	36
Bladder cancer	Alzheimer's disease	Gene Ontology	leukocyte chemotaxis	down-up	-2.18	1.63	1.03e-08	1.63e-03	198	185
Bladder cancer	Alzheimer's disease	Gene Ontology	endocardial cushion development	down-up	-2.42	2.11	1.85e-05	1.67e-03	45	40
Bladder cancer	Alzheimer's disease	Gene Ontology	transforming growth factor beta binding	down-up	-2.07	2.17	4.50e-03	1.76e-03	23	18
Bladder cancer	Alzheimer's disease	Gene Ontology	mesenchymal cell differentiation	down-up	-1.8	1.68	1.05e-04	1.85e-03	200	167
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of ossification	down-up	-2.15	1.75	7.31e-08	1.86e-03	178	157
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of mapk cascade	down-up	-1.69	1.4	6.96e-09	1.88e-03	672	594
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of alpha beta t cell differentiation	down-up	-1.65	1.99	2.91e-02	1.91e-03	59	51
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of leukocyte mediated cytotoxicity	down-up	-1.78	1.97	1.42e-02	1.92e-03	64	57
Bladder cancer	Alzheimer's disease	Gene Ontology	response to interferon gamma	down-up	-2.01	1.72	1.91e-06	1.92e-03	165	148
Bladder cancer	Alzheimer's disease	Gene Ontology	glial cell differentiation	down-up	-1.45	1.69	2.48e-02	1.95e-03	200	178
Bladder cancer	Alzheimer's disease	Gene Ontology	inositol lipid mediated signaling	down-up	-2.01	1.69	2.21e-06	1.98e-03	175	162
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of extracellular matrix organization	down-up	-1.97	2.08	5.07e-03	2.07e-03	36	33
Bladder cancer	Alzheimer's disease	Gene Ontology	immunoglobulin binding	down-up	-2.22	2.16	1.35e-03	2.14e-03	19	19
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of transmembrane receptor protein serine threonine kinase signaling pathway	down-up	-1.49	1.72	1.61e-02	2.15e-03	211	180
Bladder cancer	Alzheimer's disease	Gene Ontology	epithelial cell differentiation involved in kidney development	down-up	-1.82	2.01	1.09e-02	2.19e-03	45	43
Bladder cancer	Alzheimer's disease	Gene Ontology	protein kinase b signaling	down-up	-1.88	1.66	9.53e-06	2.33e-03	231	212
Bladder cancer	Alzheimer's disease	Gene Ontology	collagen binding	down-up	-1.91	1.96	2.00e-03	2.35e-03	65	60
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of immune effector process	down-up	-1.57	1.63	2.70e-03	2.35e-03	189	175
Bladder cancer	Alzheimer's disease	Gene Ontology	lipid binding	down-up	-1.42	1.39	2.24e-04	2.35e-03	656	530
Bladder cancer	Alzheimer's disease	Gene Ontology	response to steroid hormone	down-up	-1.3	1.52	4.42e-02	2.36e-03	361	335
Bladder cancer	Alzheimer's disease	Gene Ontology	neutrophil migration	down-up	-2.04	1.85	2.45e-05	2.36e-03	106	97
Bladder cancer	Alzheimer's disease	Gene Ontology	elastic fiber assembly	down-up	-1.87	2.06	1.75e-02	2.40e-03	8	8
Bladder cancer	Alzheimer's disease	Gene Ontology	muscle contraction	down-up	-1.93	1.55	5.78e-08	2.42e-03	327	299
Bladder cancer	Alzheimer's disease	Gene Ontology	carreceptor activity	down-up	-1.79	1.96	8.76e-03	2.44e-03	75	60
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of animal organ morphogenesis	down-up	-1.69	1.91	8.36e-03	2.47e-03	79	69
Bladder cancer	Alzheimer's disease	Gene Ontology	heart valve development	down-up	-2.12	1.95	2.15e-04	2.48e-03	58	51
Bladder cancer	Alzheimer's disease	Gene Ontology	cardiac chamber development	down-up	-1.67	1.71	1.92e-03	2.71e-03	157	144
Bladder cancer	Alzheimer's disease	Gene Ontology	cell junction organization	down-up	-1.52	1.59	3.30e-03	2.72e-03	274	239
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of i kappab kinase nf kappab signaling	down-up	-1.82	1.67	9.82e-05	2.79e-03	168	143
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of systemic arterial blood pressure	down-up	-1.59	1.85	1.18e-02	2.85e-03	89	85
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of t cell apoptotic process	down-up	-1.73	2.11	4.54e-02	2.88e-03	33	24
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of cytokine biosynthetic process	down-up	-1.9	1.94	1.12e-03	2.90e-03	66	60
Bladder cancer	Alzheimer's disease	Gene Ontology	negative regulation of cell death	down-up	-1.38	1.33	5.57e-05	2.95e-03	880	793
Bladder cancer	Alzheimer's disease	Gene Ontology	osteoblast differentiation	down-up	-1.52	1.66	7.78e-03	3.16e-03	194	169
Bladder cancer	Alzheimer's disease	Gene Ontology	cell substrate junction	down-up	-2.02	1.48	6.96e-09	3.23e-03	383	352
Bladder cancer	Alzheimer's disease	Gene Ontology	receptor signaling pathway via stat	down-up	-1.67	1.73	5.78e-03	3.27e-03	137	124
Bladder cancer	Alzheimer's disease	Gene Ontology	chemokine binding	down-up	-2.26	2.04	2.99e-04	3.37e-03	31	31
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of phosphatidylinositol 3 kinase signaling	down-up	-2.1	1.76	4.53e-06	3.38e-03	116	109
Bladder cancer	Alzheimer's disease	Gene Ontology	enzyme linked receptor protein signaling pathway	down-up	-1.63	1.33	6.96e-09	3.48e-03	937	827
Bladder cancer	Alzheimer's disease	Gene Ontology	extracellular matrix structural constituent conferring tensile strength	down-up	-1.95	2.04	4.81e-03	3.53e-03	39	31
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of cell killing	down-up	-1.59	1.95	3.77e-02	3.53e-03	56	52
Bladder cancer	Alzheimer's disease	Gene Ontology	lipid localization	down-up	-1.25	1.51	4.86e-02	3.56e-03	355	295
Bladder cancer	Alzheimer's disease	Gene Ontology	mhc protein complex	down-up	-2.03	2.05	1.42e-02	3.64e-03	13	13
Bladder cancer	Alzheimer's disease	Gene Ontology	leukocyte mediated immunity	down-up	-1.54	1.33	9.82e-07	3.74e-03	691	622
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of alpha beta t cell proliferation	down-up	-2.07	2.08	6.28e-03	3.74e-03	18	17
Bladder cancer	Alzheimer's disease	Gene Ontology	immune response regulating signaling pathway	down-up	-1.77	1.43	5.12e-08	3.82e-03	495	438
Bladder cancer	Alzheimer's disease	Gene Ontology	glomerular epithelium development	down-up	-1.86	2.05	2.72e-02	4.17e-03	22	22
Bladder cancer	Alzheimer's disease	Gene Ontology	pulmonary valve development	down-up	-2.28	2.08	6.90e-04	4.22e-03	21	19
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of interferon gamma production	down-up	-2.01	1.96	9.86e-04	4.27e-03	58	50
Bladder cancer	Alzheimer's disease	Gene Ontology	macrophage activation	down-up	-2.39	1.82	3.81e-07	4.41e-03	81	72
Bladder cancer	Alzheimer's disease	Gene Ontology	astrocyte differentiation	down-up	-2.14	1.84	9.82e-05	4.44e-03	71	65
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of leukocyte migration	down-up	-2.46	1.65	6.96e-09	4.48e-03	178	164
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of alpha beta t cell activation	down-up	-1.99	1.91	1.23e-03	4.54e-03	57	52
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of peptidyl tyrosine phosphorylation	down-up	-1.78	1.55	1.12e-04	4.57e-03	232	209
Bladder cancer	Alzheimer's disease	Gene Ontology	negative regulation of immune response	down-up	-1.47	1.67	2.55e-02	4.58e-03	132	120
Bladder cancer	Alzheimer's disease	Gene Ontology	organ growth	down-up	-1.72	1.64	1.00e-03	4.66e-03	169	149
Bladder cancer	Alzheimer's disease	Gene Ontology	cell cell junction	down-up	-1.42	1.45	1.83e-03	4.73e-03	457	379
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of inflammatory response	down-up	-1.67	1.71	2.45e-03	4.73e-03	130	112
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of toll like receptor signaling pathway	down-up	-1.64	1.89	3.15e-02	4.88e-03	61	51
Bladder cancer	Alzheimer's disease	Gene Ontology	cell matrix adhesion	down-up	-1.94	1.58	4.14e-06	4.96e-03	203	187
Bladder cancer	Alzheimer's disease	Gene Ontology	myeloid leukocyte activation	down-up	-1.81	1.35	6.96e-09	5.15e-03	585	528
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of response to cytokine stimulus	down-up	-1.54	1.69	1.10e-02	5.18e-03	153	138
Bladder cancer	Alzheimer's disease	Gene Ontology	semi lunar valve development	down-up	-2.17	2.03	7.13e-04	5.23e-03	36	32
Bladder cancer	Alzheimer's disease	Gene Ontology	cell junction assembly	down-up	-1.53	1.51	4.70e-03	5.48e-03	230	206
Bladder cancer	Alzheimer's disease	Gene Ontology	plasma membrane signaling receptor complex	down-up	-1.63	1.61	3.33e-03	5.64e-03	172	150
Bladder cancer	Alzheimer's disease	Gene Ontology	interferon gamma mediated signaling pathway	down-up	-1.78	1.73	8.41e-03	5.79e-03	70	66
Bladder cancer	Alzheimer's disease	Gene Ontology	response to chemokine	down-up	-2.1	1.78	2.46e-05	6.32e-03	87	85
Bladder cancer	Alzheimer's disease	Gene Ontology	antigen binding	down-up	-1.87	1.92	1.08e-02	6.47e-03	36	38
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of cytosolic calcium ion concentration	down-up	-1.81	1.49	7.65e-07	6.56e-03	328	304
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of cd4 positive alpha beta t cell activation	down-up	-1.56	1.93	4.56e-02	6.73e-03	53	46
Bladder cancer	Alzheimer's disease	Gene Ontology	axis elongation	down-up	-1.76	1.98	2.62e-02	6.74e-03	29	23
Bladder cancer	Alzheimer's disease	Gene Ontology	muscle cell differentiation	down-up	-1.93	1.44	5.71e-08	6.74e-03	319	278
Bladder cancer	Alzheimer's disease	Gene Ontology	t cell mediated immunity	down-up	-1.87	1.69	1.36e-03	7.07e-03	93	87
Bladder cancer	Alzheimer's disease	Gene Ontology	g protein coupled receptor signaling pathway	down-up	-1.27	1.3	9.03e-03	7.10e-03	890	726
Bladder cancer	Alzheimer's disease	Gene Ontology	actin filament based process	down-up	-2.12	1.31	6.96e-09	7.12e-03	694	589
Bladder cancer	Alzheimer's disease	Gene Ontology	structural molecule activity conferring elasticity	down-up	-1.93	1.98	2.33e-02	7.19e-03	12	11
Bladder cancer	Alzheimer's disease	Gene Ontology	extracellular matrix assembly	down-up	-2.05	1.93	2.13e-03	7.24e-03	36	34
Bladder cancer	Alzheimer's disease	Gene Ontology	endocardial cushion morphogenesis	down-up	-2.39	1.95	6.65e-05	7.37e-03	35	31
Bladder cancer	Alzheimer's disease	Gene Ontology	mononuclear cell migration	down-up	-2.18	1.7	1.95e-05	7.42e-03	79	74
Bladder cancer	Alzheimer's disease	Gene Ontology	prostate gland development	down-up	-1.82	1.87	1.37e-02	7.55e-03	47	45
Bladder cancer	Alzheimer's disease	Gene Ontology	interleukin 2 production	down-up	-1.71	1.83	2.22e-02	7.69e-03	61	56
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of epithelial to mesenchymal transition	down-up	-2.04	1.91	3.93e-03	7.72e-03	46	41
Bladder cancer	Alzheimer's disease	Gene Ontology	response to transforming growth factor beta	down-up	-1.64	1.57	1.15e-03	7.72e-03	217	197
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of b cell receptor signaling pathway	down-up	-2.04	1.94	5.95e-03	7.79e-03	23	16
Bladder cancer	Alzheimer's disease	Gene Ontology	leukocyte mediated cytotoxicity	down-up	-1.57	1.75	2.77e-02	7.90e-03	91	82
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of nik nf kappab signaling	down-up	-1.57	1.75	1.41e-02	7.90e-03	95	82
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of chondrocyte differentiation	down-up	-1.81	2.01	3.43e-02	8.08e-03	20	18
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of cytokine production involved in immune response	down-up	-2.03	1.71	2.54e-04	8.54e-03	77	75
Bladder cancer	Alzheimer's disease	Gene Ontology	gliogenesis	down-up	-1.69	1.51	1.86e-04	8.58e-03	266	239
Bladder cancer	Alzheimer's disease	Gene Ontology	growth	down-up	-1.42	1.27	2.23e-05	8.66e-03	884	770
Bladder cancer	Alzheimer's disease	Gene Ontology	mature b cell differentiation	down-up	-2.08	2	5.10e-03	8.75e-03	22	17
Bladder cancer	Alzheimer's disease	Gene Ontology	cellular response to endogenous stimulus	down-up	-1.47	1.22	5.46e-08	8.78e-03	1288	1142
Bladder cancer	Alzheimer's disease	Gene Ontology	cell activation involved in immune response	down-up	-1.5	1.31	2.23e-05	8.80e-03	638	566
Bladder cancer	Alzheimer's disease	Gene Ontology	mhc class ii protein complex	down-up	-2.09	1.94	5.81e-03	8.84e-03	10	10
Bladder cancer	Alzheimer's disease	Gene Ontology	entry into host	down-up	-1.48	1.66	2.75e-02	9.23e-03	119	114
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of myeloid leukocyte differentiation	down-up	-1.98	1.7	1.49e-04	9.40e-03	104	93
Bladder cancer	Alzheimer's disease	Gene Ontology	structural constituent of muscle	down-up	-1.73	1.85	3.93e-02	9.62e-03	42	39
Bladder cancer	Alzheimer's disease	Gene Ontology	cytokine production involved in immune response	down-up	-1.93	1.7	5.93e-04	1.00e-02	96	93
Bladder cancer	Alzheimer's disease	Gene Ontology	c c chemokine binding	down-up	-1.93	1.94	1.34e-02	1.03e-02	23	23
Bladder cancer	Alzheimer's disease	Gene Ontology	astrocyte development	down-up	-1.95	1.91	8.00e-03	1.07e-02	37	35
Bladder cancer	Alzheimer's disease	Gene Ontology	aortic valve development	down-up	-2	1.98	4.48e-03	1.07e-02	31	27
Bladder cancer	Alzheimer's disease	Gene Ontology	phosphatidylinositol 3 kinase signaling	down-up	-1.96	1.66	5.49e-05	1.12e-02	139	130
Bladder cancer	Alzheimer's disease	Gene Ontology	response to hormone	down-up	-1.35	1.25	4.46e-04	1.23e-02	910	822
Bladder cancer	Alzheimer's disease	Gene Ontology	epithelial to mesenchymal transition involved in endocardial cushion formation	down-up	-2.18	1.9	2.53e-03	1.24e-02	17	16
Bladder cancer	Alzheimer's disease	Gene Ontology	interleukin 8 secretion	down-up	-1.84	1.91	2.22e-02	1.25e-02	27	25
Bladder cancer	Alzheimer's disease	Gene Ontology	renal system vasculature development	down-up	-1.91	1.91	1.91e-02	1.25e-02	26	25
Bladder cancer	Alzheimer's disease	Gene Ontology	biomineralization	down-up	-1.49	1.62	1.66e-02	1.29e-02	147	131
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of calcium ion transport	down-up	-1.66	1.49	1.10e-03	1.34e-02	228	200
Bladder cancer	Alzheimer's disease	Gene Ontology	prostate gland morphogenesis	down-up	-1.79	1.91	2.77e-02	1.34e-02	28	26
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of leukocyte mediated cytotoxicity	down-up	-1.7	1.84	3.09e-02	1.37e-02	44	41
Bladder cancer	Alzheimer's disease	Gene Ontology	platelet activation	down-up	-1.76	1.57	4.90e-04	1.43e-02	145	136
Bladder cancer	Alzheimer's disease	Gene Ontology	response to mechanical stimulus	down-up	-1.49	1.55	1.00e-02	1.45e-02	193	180
Bladder cancer	Alzheimer's disease	Gene Ontology	adaptive thermogenesis	down-up	-1.57	1.54	6.98e-03	1.47e-02	146	137
Bladder cancer	Alzheimer's disease	Gene Ontology	epithelial to mesenchymal transition	down-up	-1.69	1.64	3.87e-03	1.53e-02	128	104
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of blood vessel endothelial cell migration	down-up	-1.63	1.85	4.02e-02	1.54e-02	50	48
Bladder cancer	Alzheimer's disease	Gene Ontology	metal ion homeostasis	down-up	-1.68	1.3	1.12e-07	1.57e-02	601	538
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of macrophage migration	down-up	-1.77	1.92	4.49e-02	1.60e-02	21	19
Bladder cancer	Alzheimer's disease	Gene Ontology	interleukin 1 production	down-up	-1.93	1.64	6.33e-04	1.61e-02	93	76
Bladder cancer	Alzheimer's disease	Gene Ontology	cardiocyte differentiation	down-up	-1.84	1.55	3.07e-04	1.63e-02	132	120
Bladder cancer	Alzheimer's disease	Gene Ontology	mesenchymal cell proliferation	down-up	-1.71	1.76	4.66e-02	1.64e-02	43	42
Bladder cancer	Alzheimer's disease	Gene Ontology	ameboidal type cell migration	down-up	-1.74	1.41	4.11e-06	1.66e-02	361	331
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of t cell receptor signaling pathway	down-up	-1.98	1.82	4.75e-03	1.66e-02	36	36
Bladder cancer	Alzheimer's disease	Gene Ontology	sarcolemma	down-up	-2.21	1.53	1.14e-06	1.68e-02	129	115
Bladder cancer	Alzheimer's disease	Gene Ontology	natural killer cell activation	down-up	-1.59	1.76	2.90e-02	1.73e-02	68	59
Bladder cancer	Alzheimer's disease	Gene Ontology	striated muscle cell proliferation	down-up	-1.82	1.77	9.32e-03	1.77e-02	64	58
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of alpha beta t cell differentiation	down-up	-1.8	1.84	1.19e-02	1.85e-02	44	40
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of t cell mediated immunity	down-up	-1.81	1.72	5.37e-03	1.87e-02	65	62
Bladder cancer	Alzheimer's disease	Gene Ontology	mesodermal cell fate commitment	down-up	-1.93	1.86	2.41e-02	1.89e-02	16	14
Bladder cancer	Alzheimer's disease	Gene Ontology	ventricular septum development	down-up	-1.76	1.76	1.27e-02	1.91e-02	67	59
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of protein kinase b signaling	down-up	-1.83	1.54	4.99e-04	1.92e-02	155	142
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of epithelial to mesenchymal transition	down-up	-1.62	1.64	1.65e-02	1.96e-02	79	65
