disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Breast cancer	Parkinson's disease	Gene Ontology	protein containing complex localization	up-down	1.63	-1.59	5.52e-04	7.15e-03	268	212
Breast cancer	Parkinson's disease	Gene Ontology	macromolecule catabolic process	up-down	1.22	-1.32	3.61e-02	8.41e-03	1308	997
Breast cancer	Parkinson's disease	Gene Ontology	nucleotide excision repair	up-down	1.58	-1.74	3.02e-02	9.26e-03	107	93
Breast cancer	Parkinson's disease	Gene Ontology	ribonucleoprotein complex biogenesis	up-down	1.52	-1.51	8.57e-04	1.04e-02	387	314
Breast cancer	Parkinson's disease	Gene Ontology	cytoskeleton dependent cytokinesis	up-down	1.87	-1.74	5.69e-04	1.14e-02	90	66
Breast cancer	Parkinson's disease	Gene Ontology	mitotic cytokinesis	up-down	1.97	-1.78	1.84e-04	1.19e-02	65	50
Breast cancer	Parkinson's disease	Gene Ontology	microtubule cytoskeleton organization	up-down	1.77	-1.44	1.07e-08	1.25e-02	531	388
Breast cancer	Parkinson's disease	Gene Ontology	methylosome	up-down	1.8	-1.91	1.12e-02	1.72e-02	12	12
Breast cancer	Parkinson's disease	Gene Ontology	t cell receptor signaling pathway	up-down	1.55	-1.55	1.18e-02	2.46e-02	187	161
Breast cancer	Parkinson's disease	Gene Ontology	adenyl nucleotide binding	up-down	1.53	-1.27	1.07e-08	2.55e-02	1458	1146
Breast cancer	Parkinson's disease	Gene Ontology	mitotic metaphase plate congression	up-down	2.26	-1.71	3.95e-07	2.78e-02	43	35
Breast cancer	Parkinson's disease	Gene Ontology	atpase activity	up-down	2.01	-1.42	1.07e-08	3.08e-02	416	318
Breast cancer	Parkinson's disease	Gene Ontology	ncrna processing	up-down	1.71	-1.44	1.22e-05	3.13e-02	343	262
Breast cancer	Parkinson's disease	Gene Ontology	polymeric cytoskeletal fiber	up-down	1.42	-1.37	2.00e-03	3.52e-02	648	445
Breast cancer	Parkinson's disease	Gene Ontology	kinetochore	up-down	2.45	-1.55	1.07e-08	3.54e-02	132	100
Breast cancer	Parkinson's disease	Gene Ontology	ribonucleoprotein complex	up-down	1.43	-1.36	1.81e-03	3.62e-02	615	480
Breast cancer	Parkinson's disease	Gene Ontology	unfolded protein binding	up-down	1.74	-1.61	2.34e-03	4.00e-02	105	84
Breast cancer	Parkinson's disease	Gene Ontology	spindle microtubule	up-down	2.11	-1.69	2.80e-05	4.15e-02	59	47
Breast cancer	Parkinson's disease	Gene Ontology	smn sm protein complex	up-down	1.89	-1.84	6.46e-03	4.21e-02	15	13
Breast cancer	Parkinson's disease	Gene Ontology	protein localization to microtubule organizing center	up-down	1.73	-1.73	2.13e-02	4.31e-02	32	26
Breast cancer	Parkinson's disease	Gene Ontology	ribonucleoprotein complex binding	up-down	1.74	-1.56	2.16e-03	4.70e-02	122	97
Breast cancer	Parkinson's disease	Gene Ontology	centrosome	up-down	1.76	-1.36	1.07e-08	4.72e-02	566	414
Breast cancer	Alzheimer's disease	Gene Ontology	anatomical structure formation involved in morphogenesis	down-up	-1.47	2.09	1.73e-08	5.63e-09	1048	883
Breast cancer	Alzheimer's disease	Gene Ontology	animal organ morphogenesis	down-up	-1.4	2.05	4.89e-06	5.63e-09	1029	846
Breast cancer	Alzheimer's disease	Gene Ontology	anterior posterior pattern specification	down-up	-1.5	2.37	5.93e-03	5.63e-09	207	171
Breast cancer	Alzheimer's disease	Gene Ontology	biological adhesion	down-up	-1.39	1.92	1.91e-07	5.63e-09	1330	1084
Breast cancer	Alzheimer's disease	Gene Ontology	blood vessel morphogenesis	down-up	-1.74	2.36	1.07e-08	5.63e-09	572	510
Breast cancer	Alzheimer's disease	Gene Ontology	cardiovascular system development	down-up	-1.78	2.32	1.07e-08	5.63e-09	688	601
Breast cancer	Alzheimer's disease	Gene Ontology	cell fate commitment	down-up	-1.39	2.48	1.03e-02	5.63e-09	255	206
Breast cancer	Alzheimer's disease	Gene Ontology	cell motility	down-up	-1.5	1.77	1.07e-08	5.63e-09	1519	1245
Breast cancer	Alzheimer's disease	Gene Ontology	circulatory system development	down-up	-1.67	2.15	1.07e-08	5.63e-09	1029	883
Breast cancer	Alzheimer's disease	Gene Ontology	collagen containing extracellular matrix	down-up	-1.64	2.59	1.92e-05	5.63e-09	394	327
Breast cancer	Alzheimer's disease	Gene Ontology	connective tissue development	down-up	-1.42	2.19	1.02e-02	5.63e-09	261	218
Breast cancer	Alzheimer's disease	Gene Ontology	dna binding transcription activator activity	down-up	-1.49	2.59	3.96e-04	5.63e-09	412	345
Breast cancer	Alzheimer's disease	Gene Ontology	dna binding transcription factor activity	down-up	-1.19	2.35	1.29e-02	5.63e-09	1235	909
Breast cancer	Alzheimer's disease	Gene Ontology	dna binding transcription factor activity rna polymerase ii specific	down-up	-1.28	2.6	6.75e-04	5.63e-09	1016	772
Breast cancer	Alzheimer's disease	Gene Ontology	embryonic morphogenesis	down-up	-1.32	2.3	4.32e-03	5.63e-09	566	464
Breast cancer	Alzheimer's disease	Gene Ontology	epithelial cell differentiation	down-up	-1.32	2.32	1.46e-03	5.63e-09	660	537
Breast cancer	Alzheimer's disease	Gene Ontology	epithelium development	down-up	-1.22	1.93	5.28e-03	5.63e-09	1166	944
Breast cancer	Alzheimer's disease	Gene Ontology	extracellular matrix	down-up	-1.53	2.67	1.36e-05	5.63e-09	505	412
Breast cancer	Alzheimer's disease	Gene Ontology	extracellular matrix structural constituent	down-up	-1.45	2.49	2.90e-02	5.63e-09	161	133
Breast cancer	Alzheimer's disease	Gene Ontology	intrinsic component of plasma membrane	down-up	-1.18	1.56	7.54e-03	5.63e-09	1625	1295
Breast cancer	Alzheimer's disease	Gene Ontology	locomotion	down-up	-1.49	1.65	1.07e-08	5.63e-09	1736	1407
Breast cancer	Alzheimer's disease	Gene Ontology	molecular transducer activity	down-up	-1.21	2.28	8.95e-03	5.63e-09	1085	853
Breast cancer	Alzheimer's disease	Gene Ontology	negative regulation of developmental process	down-up	-1.48	1.78	4.08e-07	5.63e-09	898	741
Breast cancer	Alzheimer's disease	Gene Ontology	negative regulation of multicellular organismal process	down-up	-1.44	1.8	1.17e-07	5.63e-09	1148	967
Breast cancer	Alzheimer's disease	Gene Ontology	pattern specification process	down-up	-1.4	2.26	2.96e-03	5.63e-09	425	334
Breast cancer	Alzheimer's disease	Gene Ontology	positive regulation of developmental process	down-up	-1.43	1.66	2.67e-08	5.63e-09	1308	1092
Breast cancer	Alzheimer's disease	Gene Ontology	positive regulation of multicellular organismal process	down-up	-1.32	1.51	4.73e-06	5.63e-09	1668	1412
Breast cancer	Alzheimer's disease	Gene Ontology	positive regulation of transcription by rna polymerase ii	down-up	-1.24	1.99	7.50e-04	5.63e-09	1144	952
Breast cancer	Alzheimer's disease	Gene Ontology	positive regulation of vasculature development	down-up	-1.84	2.44	6.03e-05	5.63e-09	180	158
Breast cancer	Alzheimer's disease	Gene Ontology	regionalization	down-up	-1.47	2.19	3.45e-03	5.63e-09	336	266
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of cell adhesion	down-up	-1.25	1.83	1.58e-02	5.63e-09	656	563
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of cell population proliferation	down-up	-1.26	1.89	2.31e-04	5.63e-09	1529	1310
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of vasculature development	down-up	-1.95	2.18	1.07e-08	5.63e-09	311	274
Breast cancer	Alzheimer's disease	Gene Ontology	response to bacterium	down-up	-1.29	2.17	1.29e-02	5.63e-09	575	459
Breast cancer	Alzheimer's disease	Gene Ontology	response to lipid	down-up	-1.42	1.72	1.07e-05	5.63e-09	878	784
Breast cancer	Alzheimer's disease	Gene Ontology	response to molecule of bacterial origin	down-up	-1.29	2.11	4.48e-02	5.63e-09	326	289
Breast cancer	Alzheimer's disease	Gene Ontology	response to wounding	down-up	-1.33	1.93	2.35e-03	5.63e-09	649	557
Breast cancer	Alzheimer's disease	Gene Ontology	sensory organ development	down-up	-1.37	2.11	3.18e-03	5.63e-09	531	432
Breast cancer	Alzheimer's disease	Gene Ontology	skeletal system development	down-up	-1.33	2.33	4.10e-03	5.63e-09	508	419
Breast cancer	Alzheimer's disease	Gene Ontology	tube development	down-up	-1.51	2.35	3.24e-08	5.63e-09	996	858
Breast cancer	Alzheimer's disease	Gene Ontology	tube morphogenesis	down-up	-1.59	2.34	1.35e-08	5.63e-09	805	694
Breast cancer	Alzheimer's disease	Gene Ontology	urogenital system development	down-up	-1.64	2.13	6.33e-05	5.63e-09	326	284
Breast cancer	Alzheimer's disease	Gene Ontology	wound healing	down-up	-1.3	2.02	8.36e-03	5.63e-09	540	461
Breast cancer	Alzheimer's disease	Gene Ontology	renal system development	down-up	-1.66	2.09	4.43e-05	2.66e-08	290	249
Breast cancer	Alzheimer's disease	Gene Ontology	sensory system development	down-up	-1.43	2	3.78e-03	2.97e-08	363	297
Breast cancer	Alzheimer's disease	Gene Ontology	heart development	down-up	-1.64	1.82	2.81e-07	4.92e-08	545	460
Breast cancer	Alzheimer's disease	Gene Ontology	muscle structure development	down-up	-1.66	1.76	2.18e-08	4.99e-08	612	505
Breast cancer	Alzheimer's disease	Gene Ontology	negative regulation of cell differentiation	down-up	-1.36	1.72	1.21e-03	8.51e-08	663	539
Breast cancer	Alzheimer's disease	Gene Ontology	morphogenesis of a branching structure	down-up	-1.56	2.16	5.64e-03	1.02e-07	194	172
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of cell differentiation	down-up	-1.35	1.46	6.88e-07	1.12e-07	1730	1408
Breast cancer	Alzheimer's disease	Gene Ontology	positive regulation of intracellular signal transduction	down-up	-1.26	1.6	3.95e-03	1.67e-07	951	794
Breast cancer	Alzheimer's disease	Gene Ontology	kidney epithelium development	down-up	-1.93	2.34	4.52e-05	1.81e-07	139	120
Breast cancer	Alzheimer's disease	Gene Ontology	digestive system development	down-up	-1.7	2.34	1.87e-03	1.84e-07	137	120
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of epithelial cell differentiation	down-up	-1.51	2.24	2.13e-02	6.26e-07	142	125
Breast cancer	Alzheimer's disease	Gene Ontology	gland morphogenesis	down-up	-1.62	2.28	1.49e-02	7.02e-07	117	109
Breast cancer	Alzheimer's disease	Gene Ontology	nephron epithelium development	down-up	-1.73	2.31	2.36e-03	1.19e-06	109	92
Breast cancer	Alzheimer's disease	Gene Ontology	epithelial cell proliferation	down-up	-1.73	1.82	1.00e-06	1.95e-06	379	321
Breast cancer	Alzheimer's disease	Gene Ontology	positive regulation of locomotion	down-up	-1.66	1.66	8.09e-08	1.96e-06	537	467
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of cellular component movement	down-up	-1.72	1.54	1.07e-08	2.19e-06	956	803
Breast cancer	Alzheimer's disease	Gene Ontology	growth factor binding	down-up	-1.68	2.21	2.51e-03	2.36e-06	137	120
Breast cancer	Alzheimer's disease	Gene Ontology	heart morphogenesis	down-up	-1.58	1.93	1.13e-03	3.20e-06	247	209
Breast cancer	Alzheimer's disease	Gene Ontology	mesonephros development	down-up	-1.59	2.21	1.87e-02	3.53e-06	100	87
Breast cancer	Alzheimer's disease	Gene Ontology	gastrulation	down-up	-1.53	2.08	8.96e-03	4.50e-06	171	143
Breast cancer	Alzheimer's disease	Gene Ontology	signaling receptor binding	down-up	-1.24	1.4	6.50e-04	5.03e-06	1437	1185
Breast cancer	Alzheimer's disease	Gene Ontology	muscle organ development	down-up	-1.69	1.86	4.63e-06	5.95e-06	373	308
Breast cancer	Alzheimer's disease	Gene Ontology	positive regulation of phosphatidylinositol 3 kinase signaling	down-up	-1.54	2.31	4.32e-02	6.06e-06	86	80
Breast cancer	Alzheimer's disease	Gene Ontology	response to growth factor	down-up	-1.64	1.56	1.07e-08	6.97e-06	670	572
Breast cancer	Alzheimer's disease	Gene Ontology	nephron development	down-up	-1.57	2.14	1.27e-02	7.47e-06	141	120
Breast cancer	Alzheimer's disease	Gene Ontology	ossification	down-up	-1.29	1.8	2.20e-02	7.58e-06	369	320
Breast cancer	Alzheimer's disease	Gene Ontology	cell substrate adhesion	down-up	-1.82	1.83	1.18e-07	8.74e-06	331	284
Breast cancer	Alzheimer's disease	Gene Ontology	positive regulation of mapk cascade	down-up	-1.41	1.65	6.43e-04	1.08e-05	501	437
Breast cancer	Alzheimer's disease	Gene Ontology	positive regulation of signaling	down-up	-1.15	1.36	3.55e-02	1.74e-05	1752	1439
Breast cancer	Alzheimer's disease	Gene Ontology	positive regulation of phosphorus metabolic process	down-up	-1.31	1.44	5.51e-05	2.40e-05	1066	905
Breast cancer	Alzheimer's disease	Gene Ontology	multicellular organismal homeostasis	down-up	-1.44	1.65	9.79e-04	3.17e-05	464	388
Breast cancer	Alzheimer's disease	Gene Ontology	glomerulus development	down-up	-1.75	2.3	2.83e-02	3.36e-05	62	56
Breast cancer	Alzheimer's disease	Gene Ontology	positive regulation of cell differentiation	down-up	-1.43	1.47	2.85e-06	3.67e-05	937	794
Breast cancer	Alzheimer's disease	Gene Ontology	cellular response to lipid	down-up	-1.35	1.56	2.12e-03	4.28e-05	571	509
Breast cancer	Alzheimer's disease	Gene Ontology	pri mirna transcription by rna polymerase ii	down-up	-1.78	2.33	3.15e-02	5.45e-05	46	41
Breast cancer	Alzheimer's disease	Gene Ontology	basement membrane	down-up	-1.72	2.16	3.30e-03	6.03e-05	92	71
Breast cancer	Alzheimer's disease	Gene Ontology	aorta morphogenesis	down-up	-1.76	2.43	4.99e-02	7.89e-05	30	29
Breast cancer	Alzheimer's disease	Gene Ontology	erk1 and erk2 cascade	down-up	-1.5	1.76	2.18e-03	8.79e-05	281	245
Breast cancer	Alzheimer's disease	Gene Ontology	negative regulation of cell population proliferation	down-up	-1.5	1.49	9.69e-06	9.24e-05	657	580
Breast cancer	Alzheimer's disease	Gene Ontology	anchoring junction	down-up	-1.5	1.46	6.91e-07	1.01e-04	791	659
Breast cancer	Alzheimer's disease	Gene Ontology	cardiac septum morphogenesis	down-up	-1.59	2.11	3.58e-02	1.08e-04	74	65
Breast cancer	Alzheimer's disease	Gene Ontology	endothelium development	down-up	-2	2.03	2.93e-05	1.18e-04	122	105
Breast cancer	Alzheimer's disease	Gene Ontology	mesenchyme development	down-up	-1.46	1.81	3.79e-03	1.23e-04	259	210
Breast cancer	Alzheimer's disease	Gene Ontology	outflow tract morphogenesis	down-up	-1.81	2.14	3.68e-03	1.30e-04	78	72
Breast cancer	Alzheimer's disease	Gene Ontology	scavenger receptor activity	down-up	-1.73	2.32	2.88e-02	1.30e-04	51	36
Breast cancer	Alzheimer's disease	Gene Ontology	complement activation	down-up	-1.67	2.18	2.79e-02	1.43e-04	73	60
Breast cancer	Alzheimer's disease	Gene Ontology	roof of mouth development	down-up	-1.62	2.06	1.99e-02	1.62e-04	88	76
Breast cancer	Alzheimer's disease	Gene Ontology	taxis	down-up	-1.37	1.5	4.61e-04	1.96e-04	611	516
Breast cancer	Alzheimer's disease	Gene Ontology	vasculogenesis	down-up	-1.82	2.07	3.05e-03	2.17e-04	78	70
Breast cancer	Alzheimer's disease	Gene Ontology	positive regulation of protein modification process	down-up	-1.17	1.38	2.27e-02	2.41e-04	1162	964
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of heart morphogenesis	down-up	-1.86	2.29	1.86e-02	3.70e-04	37	32
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of wound healing	down-up	-1.44	1.89	4.88e-02	3.70e-04	141	124
Breast cancer	Alzheimer's disease	Gene Ontology	positive regulation of epithelial cell proliferation	down-up	-1.7	1.81	6.76e-04	4.31e-04	183	155
Breast cancer	Alzheimer's disease	Gene Ontology	renal tubule development	down-up	-1.54	2.02	3.05e-02	4.60e-04	95	78
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of fat cell differentiation	down-up	-1.88	1.9	4.31e-04	6.16e-04	116	88
Breast cancer	Alzheimer's disease	Gene Ontology	cardiac chamber morphogenesis	down-up	-1.58	1.88	1.47e-02	6.67e-04	128	114
Breast cancer	Alzheimer's disease	Gene Ontology	muscle system process	down-up	-1.82	1.54	1.07e-08	7.21e-04	429	374
Breast cancer	Alzheimer's disease	Gene Ontology	peptidyl tyrosine modification	down-up	-1.28	1.64	4.34e-02	7.98e-04	353	308
Breast cancer	Alzheimer's disease	Gene Ontology	cellular response to vascular endothelial growth factor stimulus	down-up	-2.03	2.13	1.42e-03	8.09e-04	52	46
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of cellular response to growth factor stimulus	down-up	-1.51	1.7	1.75e-03	8.20e-04	261	205
Breast cancer	Alzheimer's disease	Gene Ontology	mesenchyme morphogenesis	down-up	-2.06	2.08	8.82e-04	8.88e-04	51	45
Breast cancer	Alzheimer's disease	Gene Ontology	muscle cell proliferation	down-up	-1.87	1.7	1.88e-05	9.19e-04	190	173
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of anatomical structure morphogenesis	down-up	-1.56	1.36	1.07e-08	9.22e-04	1028	852
Breast cancer	Alzheimer's disease	Gene Ontology	transmembrane receptor protein serine threonine kinase signaling pathway	down-up	-1.43	1.64	8.95e-03	9.22e-04	319	256
Breast cancer	Alzheimer's disease	Gene Ontology	circulatory system process	down-up	-1.76	1.47	1.07e-08	9.98e-04	521	462
Breast cancer	Alzheimer's disease	Gene Ontology	actinin binding	down-up	-1.81	2.15	2.91e-02	1.05e-03	35	31
Breast cancer	Alzheimer's disease	Gene Ontology	muscle tissue development	down-up	-1.8	1.57	1.81e-08	1.16e-03	374	318
Breast cancer	Alzheimer's disease	Gene Ontology	cardiac septum development	down-up	-1.49	1.87	4.25e-02	1.18e-03	111	92
Breast cancer	Alzheimer's disease	Gene Ontology	fat cell differentiation	down-up	-2.26	1.72	1.07e-08	1.23e-03	203	162
Breast cancer	Alzheimer's disease	Gene Ontology	endocardial cushion development	down-up	-1.81	2.11	1.34e-02	1.67e-03	45	40
Breast cancer	Alzheimer's disease	Gene Ontology	mesenchymal cell differentiation	down-up	-1.5	1.68	5.45e-03	1.85e-03	207	167
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of ossification	down-up	-1.59	1.75	4.96e-03	1.86e-03	182	157
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of mapk cascade	down-up	-1.43	1.4	5.51e-05	1.88e-03	697	594
Breast cancer	Alzheimer's disease	Gene Ontology	glial cell differentiation	down-up	-1.69	1.69	2.29e-04	1.95e-03	209	178
Breast cancer	Alzheimer's disease	Gene Ontology	inositol lipid mediated signaling	down-up	-1.55	1.69	9.05e-03	1.98e-03	184	162
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of transmembrane receptor protein serine threonine kinase signaling pathway	down-up	-1.39	1.72	3.23e-02	2.15e-03	222	180
Breast cancer	Alzheimer's disease	Gene Ontology	protein kinase b signaling	down-up	-1.45	1.66	1.27e-02	2.33e-03	243	212
Breast cancer	Alzheimer's disease	Gene Ontology	lipid homeostasis	down-up	-1.67	1.83	4.44e-03	2.34e-03	133	102
Breast cancer	Alzheimer's disease	Gene Ontology	lipid binding	down-up	-1.2	1.39	3.97e-02	2.35e-03	685	530
Breast cancer	Alzheimer's disease	Gene Ontology	response to steroid hormone	down-up	-1.59	1.52	6.84e-05	2.36e-03	371	335
Breast cancer	Alzheimer's disease	Gene Ontology	elastic fiber assembly	down-up	-1.92	2.06	1.52e-02	2.40e-03	9	8
Breast cancer	Alzheimer's disease	Gene Ontology	muscle contraction	down-up	-1.87	1.55	1.73e-08	2.42e-03	343	299
Breast cancer	Alzheimer's disease	Gene Ontology	hemidesmosome assembly	down-up	-1.9	2.09	2.80e-02	2.48e-03	12	12
Breast cancer	Alzheimer's disease	Gene Ontology	heart valve development	down-up	-2	1.95	9.47e-04	2.48e-03	60	51
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of renal system process	down-up	-1.94	2.07	1.01e-02	2.48e-03	34	34
Breast cancer	Alzheimer's disease	Gene Ontology	cardiac chamber development	down-up	-1.43	1.71	3.26e-02	2.71e-03	170	144
Breast cancer	Alzheimer's disease	Gene Ontology	cell junction organization	down-up	-1.66	1.59	4.73e-05	2.72e-03	288	239
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of systemic arterial blood pressure	down-up	-1.59	1.85	1.85e-02	2.85e-03	92	85
Breast cancer	Alzheimer's disease	Gene Ontology	cell substrate junction	down-up	-1.6	1.48	1.48e-05	3.23e-03	400	352
Breast cancer	Alzheimer's disease	Gene Ontology	transcription coactivator binding	down-up	-1.84	2.1	1.81e-02	3.28e-03	22	19
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of phosphatidylinositol 3 kinase signaling	down-up	-1.53	1.76	3.15e-02	3.38e-03	120	109
Breast cancer	Alzheimer's disease	Gene Ontology	steroid hormone receptor activity	down-up	-1.91	1.95	4.06e-03	3.47e-03	54	52
Breast cancer	Alzheimer's disease	Gene Ontology	enzyme linked receptor protein signaling pathway	down-up	-1.56	1.33	1.07e-08	3.48e-03	986	827
Breast cancer	Alzheimer's disease	Gene Ontology	lipid localization	down-up	-1.55	1.51	2.29e-04	3.56e-03	380	295
Breast cancer	Alzheimer's disease	Gene Ontology	pulmonary valve development	down-up	-1.89	2.08	1.29e-02	4.22e-03	21	19
Breast cancer	Alzheimer's disease	Gene Ontology	organ growth	down-up	-1.5	1.64	2.33e-02	4.66e-03	175	149
Breast cancer	Alzheimer's disease	Gene Ontology	sodium ion homeostasis	down-up	-1.86	1.93	9.40e-03	4.66e-03	51	49
Breast cancer	Alzheimer's disease	Gene Ontology	cell cell junction	down-up	-1.3	1.45	1.23e-02	4.73e-03	470	379
Breast cancer	Alzheimer's disease	Gene Ontology	cell matrix adhesion	down-up	-1.66	1.58	5.95e-04	4.96e-03	210	187
Breast cancer	Alzheimer's disease	Gene Ontology	semi lunar valve development	down-up	-1.83	2.03	2.31e-02	5.23e-03	37	32
Breast cancer	Alzheimer's disease	Gene Ontology	renal system process	down-up	-1.66	1.74	1.00e-02	5.31e-03	115	104
Breast cancer	Alzheimer's disease	Gene Ontology	cell junction assembly	down-up	-1.66	1.51	6.34e-04	5.48e-03	239	206
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of macrophage derived foam cell differentiation	down-up	-1.8	2.08	2.46e-02	6.04e-03	28	28
Breast cancer	Alzheimer's disease	Gene Ontology	hippo signaling	down-up	-1.74	2.04	4.36e-02	6.47e-03	38	29
Breast cancer	Alzheimer's disease	Gene Ontology	muscle cell differentiation	down-up	-1.39	1.44	1.95e-02	6.74e-03	337	278
Breast cancer	Alzheimer's disease	Gene Ontology	g protein coupled receptor signaling pathway	down-up	-1.17	1.3	4.48e-02	7.10e-03	946	726
Breast cancer	Alzheimer's disease	Gene Ontology	actin filament based process	down-up	-1.55	1.31	4.06e-07	7.12e-03	732	589
Breast cancer	Alzheimer's disease	Gene Ontology	extracellular matrix assembly	down-up	-1.97	1.93	7.14e-03	7.24e-03	40	34
Breast cancer	Alzheimer's disease	Gene Ontology	transmembrane receptor protein kinase activity	down-up	-1.97	1.77	3.65e-04	7.24e-03	78	72
Breast cancer	Alzheimer's disease	Gene Ontology	endocardial cushion morphogenesis	down-up	-1.74	1.95	4.50e-02	7.37e-03	35	31
Breast cancer	Alzheimer's disease	Gene Ontology	ligand activated transcription factor activity	down-up	-1.94	1.87	4.02e-03	7.64e-03	45	45
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of phosphorylation	down-up	-1.22	1.21	4.97e-04	7.64e-03	1503	1244
Breast cancer	Alzheimer's disease	Gene Ontology	response to transforming growth factor beta	down-up	-1.51	1.57	5.63e-03	7.72e-03	227	197
Breast cancer	Alzheimer's disease	Gene Ontology	gliogenesis	down-up	-1.58	1.51	3.93e-04	8.58e-03	279	239
Breast cancer	Alzheimer's disease	Gene Ontology	lipid storage	down-up	-1.78	1.81	5.78e-03	8.61e-03	65	54
Breast cancer	Alzheimer's disease	Gene Ontology	growth	down-up	-1.3	1.27	1.97e-03	8.66e-03	929	770
Breast cancer	Alzheimer's disease	Gene Ontology	cellular response to endogenous stimulus	down-up	-1.5	1.22	1.07e-08	8.78e-03	1349	1142
Breast cancer	Alzheimer's disease	Gene Ontology	smad protein signal transduction	down-up	-1.59	1.8	3.68e-02	9.07e-03	67	62
Breast cancer	Alzheimer's disease	Gene Ontology	sterol homeostasis	down-up	-1.52	1.74	4.64e-02	9.08e-03	81	65
Breast cancer	Alzheimer's disease	Gene Ontology	insulin like growth factor i binding	down-up	-1.77	1.96	4.52e-02	9.36e-03	13	13
Breast cancer	Alzheimer's disease	Gene Ontology	structural constituent of muscle	down-up	-1.85	1.85	1.51e-02	9.62e-03	43	39
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of lipid storage	down-up	-1.94	1.89	6.88e-03	9.89e-03	43	36
Breast cancer	Alzheimer's disease	Gene Ontology	response to endogenous stimulus	down-up	-1.44	1.22	1.07e-08	9.95e-03	1599	1363
Breast cancer	Alzheimer's disease	Gene Ontology	phosphatidylinositol 3 kinase signaling	down-up	-1.49	1.66	2.20e-02	1.12e-02	144	130
Breast cancer	Alzheimer's disease	Gene Ontology	cell differentiation involved in metanephros development	down-up	-1.72	1.96	4.47e-02	1.20e-02	26	24
Breast cancer	Alzheimer's disease	Gene Ontology	response to hormone	down-up	-1.49	1.25	3.44e-07	1.23e-02	948	822
Breast cancer	Alzheimer's disease	Gene Ontology	renal system vasculature development	down-up	-2.04	1.91	3.53e-03	1.25e-02	27	25
Breast cancer	Alzheimer's disease	Gene Ontology	adaptive thermogenesis	down-up	-1.86	1.54	7.04e-05	1.47e-02	151	137
Breast cancer	Alzheimer's disease	Gene Ontology	positive regulation of blood vessel endothelial cell migration	down-up	-1.75	1.85	1.79e-02	1.54e-02	55	48
Breast cancer	Alzheimer's disease	Gene Ontology	metal ion homeostasis	down-up	-1.21	1.3	4.66e-02	1.57e-02	632	538
Breast cancer	Alzheimer's disease	Gene Ontology	cardiocyte differentiation	down-up	-1.53	1.55	2.23e-02	1.63e-02	138	120
Breast cancer	Alzheimer's disease	Gene Ontology	mesenchymal cell proliferation	down-up	-2.02	1.76	2.16e-03	1.64e-02	44	42
Breast cancer	Alzheimer's disease	Gene Ontology	ameboidal type cell migration	down-up	-1.96	1.41	1.07e-08	1.66e-02	382	331
Breast cancer	Alzheimer's disease	Gene Ontology	sarcolemma	down-up	-1.9	1.53	7.28e-05	1.68e-02	134	115
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of response to wounding	down-up	-1.48	1.54	1.75e-02	1.70e-02	170	146
Breast cancer	Alzheimer's disease	Gene Ontology	striated muscle cell proliferation	down-up	-1.83	1.77	3.47e-03	1.77e-02	65	58
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of endothelial cell differentiation	down-up	-1.89	1.9	1.64e-02	1.82e-02	35	29
Breast cancer	Alzheimer's disease	Gene Ontology	endothelial cell proliferation	down-up	-1.63	1.53	4.91e-03	2.03e-02	139	120
Breast cancer	Alzheimer's disease	Gene Ontology	regulation of systemic arterial blood pressure mediated by a chemical signal	down-up	-1.62	1.77	4.07e-02	2.06e-02	50	47
Breast cancer	Alzheimer's disease	Gene Ontology	actin cytoskeleton	down-up	-1.37	1.34	3.19e-03	2.10e-02	492	391
Breast cancer	Alzheimer's disease	Gene Ontology	response to corticosteroid	down-up	-1.55	1.49	7.68e-03	2.16e-02	159	143
Breast cancer	Alzheimer's disease	Gene Ontology	developmental growth	down-up	-1.34	1.28	1.99e-03	2.26e-02	630	530
Breast cancer	Alzheimer's disease	Gene Ontology	positive regulation of cold induced thermogenesis	down-up	-1.6	1.56	1.39e-02	2.33e-02	96	87
Breast cancer	Alzheimer's disease	Gene Ontology	response to organic cyclic compound	down-up	-1.31	1.24	1.11e-03	2.35e-02	912	811
