disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Cervical cancer	Alzheimer's disease	Gene Ontology	rrna metabolic process	up-down	2.02	-2.1	4.92e-07	2.09e-06	193	158
Cervical cancer	Alzheimer's disease	Gene Ontology	mitochondrial membrane organization	up-down	1.63	-2.21	1.61e-02	2.26e-06	116	97
Cervical cancer	Alzheimer's disease	Gene Ontology	protein localization to mitochondrion	up-down	1.58	-2.16	2.76e-02	2.43e-06	123	107
Cervical cancer	Alzheimer's disease	Gene Ontology	transcription coupled nucleotide excision repair	up-down	2.06	-2.29	2.33e-04	2.80e-06	65	65
Cervical cancer	Alzheimer's disease	Gene Ontology	mrna metabolic process	up-down	2.2	-1.67	5.85e-09	2.87e-06	689	614
Cervical cancer	Alzheimer's disease	Gene Ontology	unfolded protein binding	up-down	1.91	-2.22	6.60e-04	3.94e-06	93	84
Cervical cancer	Alzheimer's disease	Gene Ontology	ribonucleoprotein complex subunit organization	up-down	1.97	-2.07	1.55e-05	5.07e-06	156	151
Cervical cancer	Alzheimer's disease	Gene Ontology	protein folding	up-down	1.63	-2.04	6.08e-03	5.43e-06	174	157
Cervical cancer	Alzheimer's disease	Gene Ontology	microtubule cytoskeleton	up-down	1.84	-1.56	5.85e-09	7.96e-06	1044	836
Cervical cancer	Alzheimer's disease	Gene Ontology	microtubule	up-down	1.64	-1.84	2.33e-04	8.19e-06	356	284
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of transcription from rna polymerase ii promoter in response to hypoxia	up-down	1.83	-2.27	1.06e-02	8.83e-06	69	70
Cervical cancer	Alzheimer's disease	Gene Ontology	adenyl nucleotide binding	up-down	1.72	-1.48	5.85e-09	1.24e-05	1338	1147
Cervical cancer	Alzheimer's disease	Gene Ontology	antigen processing and presentation of peptide antigen	up-down	1.73	-2	2.16e-03	1.42e-05	153	154
Cervical cancer	Alzheimer's disease	Gene Ontology	macromolecule catabolic process	up-down	1.6	-1.5	5.85e-09	1.71e-05	1181	998
Cervical cancer	Alzheimer's disease	Gene Ontology	microtubule based process	up-down	1.72	-1.66	5.84e-08	2.64e-05	641	513
Cervical cancer	Alzheimer's disease	Gene Ontology	proteasome accessory complex	up-down	1.94	-2.35	7.33e-03	2.73e-05	21	23
Cervical cancer	Alzheimer's disease	Gene Ontology	coenzyme biosynthetic process	up-down	1.53	-2.04	4.93e-02	3.06e-05	127	110
Cervical cancer	Alzheimer's disease	Gene Ontology	trna processing	up-down	2.03	-2.11	2.49e-05	3.53e-05	114	89
Cervical cancer	Alzheimer's disease	Gene Ontology	ligase activity forming carbon oxygen bonds	up-down	1.71	-2.32	4.55e-02	4.02e-05	36	30
Cervical cancer	Alzheimer's disease	Gene Ontology	organelle envelope lumen	up-down	1.68	-2.14	2.02e-02	4.28e-05	74	65
Cervical cancer	Alzheimer's disease	Gene Ontology	ubiquitin ligase complex	up-down	1.79	-1.88	4.18e-05	4.82e-05	256	184
Cervical cancer	Alzheimer's disease	Gene Ontology	rna splicing via transesterification reactions	up-down	2.63	-1.79	5.85e-09	4.97e-05	291	261
Cervical cancer	Alzheimer's disease	Gene Ontology	rna catabolic process	up-down	1.83	-1.74	1.65e-06	6.04e-05	325	294
Cervical cancer	Alzheimer's disease	Gene Ontology	protein containing complex localization	up-down	1.72	-1.8	3.24e-04	8.83e-05	244	214
Cervical cancer	Alzheimer's disease	Gene Ontology	ribonucleoprotein complex binding	up-down	1.87	-2.02	6.89e-04	9.86e-05	114	97
Cervical cancer	Alzheimer's disease	Gene Ontology	nucleotide excision repair	up-down	2.13	-2.06	4.78e-06	1.14e-04	97	94
Cervical cancer	Alzheimer's disease	Gene Ontology	rna localization	up-down	2.45	-1.83	5.85e-09	1.67e-04	189	176
Cervical cancer	Alzheimer's disease	Gene Ontology	proteasome core complex	up-down	1.94	-2.18	1.13e-02	1.69e-04	16	16
Cervical cancer	Alzheimer's disease	Gene Ontology	antigen processing and presentation of exogenous peptide antigen via mhc class i	up-down	2.06	-2.14	2.08e-04	1.76e-04	58	61
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of mrna catabolic process	up-down	2.01	-1.88	2.66e-06	1.99e-04	171	156
Cervical cancer	Alzheimer's disease	Gene Ontology	cellular component disassembly	up-down	1.39	-1.64	2.57e-02	2.39e-04	466	414
Cervical cancer	Alzheimer's disease	Gene Ontology	nuclear envelope	up-down	2.02	-1.66	5.85e-09	2.51e-04	406	357
Cervical cancer	Alzheimer's disease	Gene Ontology	drug binding	up-down	1.63	-1.4	5.85e-09	2.88e-04	1480	1289
Cervical cancer	Alzheimer's disease	Gene Ontology	proteasomal ubiquitin independent protein catabolic process	up-down	1.99	-2.15	2.77e-03	2.89e-04	18	18
Cervical cancer	Alzheimer's disease	Gene Ontology	establishment of organelle localization	up-down	1.64	-1.69	2.39e-04	3.31e-04	356	316
Cervical cancer	Alzheimer's disease	Gene Ontology	trna binding	up-down	1.89	-2.15	4.48e-03	3.88e-04	56	38
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of catabolic process	up-down	1.61	-1.49	2.83e-07	4.09e-04	848	747
Cervical cancer	Alzheimer's disease	Gene Ontology	antigen processing and presentation	up-down	1.64	-1.77	4.34e-03	4.17e-04	183	184
Cervical cancer	Alzheimer's disease	Gene Ontology	telomerase rna localization	up-down	1.78	-2.12	3.86e-02	4.42e-04	15	16
Cervical cancer	Alzheimer's disease	Gene Ontology	tubulin binding	up-down	1.46	-1.73	2.97e-02	4.80e-04	292	245
Cervical cancer	Alzheimer's disease	Gene Ontology	organonitrogen compound catabolic process	up-down	1.26	-1.43	3.39e-02	4.85e-04	1090	911
Cervical cancer	Alzheimer's disease	Gene Ontology	atpase activity	up-down	2.26	-1.66	5.85e-09	5.30e-04	378	320
Cervical cancer	Alzheimer's disease	Gene Ontology	post translational protein modification	up-down	1.46	-1.67	2.25e-02	5.94e-04	325	270
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of cellular catabolic process	up-down	1.58	-1.5	5.81e-06	6.11e-04	716	627
Cervical cancer	Alzheimer's disease	Gene Ontology	ubiquitin like protein ligase binding	up-down	1.88	-1.7	3.21e-06	7.77e-04	268	255
Cervical cancer	Alzheimer's disease	Gene Ontology	spliceosomal tri snrnp complex	up-down	2.09	-2.13	3.89e-04	8.09e-04	29	27
Cervical cancer	Alzheimer's disease	Gene Ontology	trna modification	up-down	1.9	-1.96	2.61e-03	8.15e-04	77	58
Cervical cancer	Alzheimer's disease	Gene Ontology	rna splicing	up-down	2.56	-1.63	5.85e-09	1.06e-03	363	320
Cervical cancer	Alzheimer's disease	Gene Ontology	mrna processing	up-down	2.53	-1.6	5.85e-09	1.21e-03	423	365
Cervical cancer	Alzheimer's disease	Gene Ontology	sm like protein family complex	up-down	2.42	-1.93	1.55e-08	1.40e-03	66	58
Cervical cancer	Alzheimer's disease	Gene Ontology	u2 type spliceosomal complex	up-down	2.4	-1.93	2.54e-08	1.70e-03	80	70
Cervical cancer	Alzheimer's disease	Gene Ontology	cell cycle phase transition	up-down	2.45	-1.49	5.85e-09	1.81e-03	541	479
Cervical cancer	Alzheimer's disease	Gene Ontology	nuclear transcribed mrna catabolic process exonucleolytic	up-down	1.99	-2.03	1.30e-03	2.05e-03	35	29
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of protein containing complex assembly	up-down	1.44	-1.58	1.64e-02	2.29e-03	360	321
Cervical cancer	Alzheimer's disease	Gene Ontology	preribosome	up-down	1.99	-1.97	4.86e-04	2.33e-03	66	53
Cervical cancer	Alzheimer's disease	Gene Ontology	threonine type peptidase activity	up-down	1.88	-2.05	7.16e-03	2.68e-03	17	17
Cervical cancer	Alzheimer's disease	Gene Ontology	kinetochore	up-down	2.72	-1.78	5.85e-09	2.90e-03	116	101
Cervical cancer	Alzheimer's disease	Gene Ontology	pyruvate metabolic process	up-down	2.02	-1.74	3.99e-06	2.91e-03	131	132
Cervical cancer	Alzheimer's disease	Gene Ontology	spliceosomal complex	up-down	2.55	-1.74	5.85e-09	3.09e-03	155	135
Cervical cancer	Alzheimer's disease	Gene Ontology	cullin ring ubiquitin ligase complex	up-down	1.6	-1.8	1.66e-02	3.10e-03	144	98
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of cell cycle phase transition	up-down	2.24	-1.54	5.85e-09	3.14e-03	400	351
Cervical cancer	Alzheimer's disease	Gene Ontology	cellular nitrogen compound catabolic process	up-down	1.53	-1.49	1.09e-03	3.20e-03	486	427
Cervical cancer	Alzheimer's disease	Gene Ontology	hematopoietic stem cell differentiation	up-down	1.73	-1.86	1.57e-02	3.48e-03	73	75
Cervical cancer	Alzheimer's disease	Gene Ontology	dna repair	up-down	2.69	-1.5	5.85e-09	3.85e-03	466	394
Cervical cancer	Alzheimer's disease	Gene Ontology	mitochondrial rna metabolic process	up-down	2.01	-1.94	1.58e-03	3.90e-03	43	32
Cervical cancer	Alzheimer's disease	Gene Ontology	antigen processing and presentation of peptide antigen via mhc class i	up-down	1.94	-1.84	1.38e-03	3.95e-03	77	79
Cervical cancer	Alzheimer's disease	Gene Ontology	cellular ketone metabolic process	up-down	1.53	-1.63	1.83e-02	4.11e-03	206	197
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of cellular ketone metabolic process	up-down	1.64	-1.7	8.44e-03	4.13e-03	143	141
Cervical cancer	Alzheimer's disease	Gene Ontology	spliceosomal snrnp assembly	up-down	2.13	-1.96	9.13e-05	4.45e-03	35	33
Cervical cancer	Alzheimer's disease	Gene Ontology	catalytic step 2 spliceosome	up-down	2.45	-1.83	5.85e-09	4.52e-03	73	64
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of mitochondrial gene expression	up-down	1.88	-2	1.35e-02	5.04e-03	27	17
Cervical cancer	Alzheimer's disease	Gene Ontology	protein localization to chromosome telomeric region	up-down	1.81	-1.99	2.99e-02	5.08e-03	25	25
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of mrna metabolic process	up-down	2.16	-1.59	5.85e-09	5.10e-03	277	250
Cervical cancer	Alzheimer's disease	Gene Ontology	de novo protein folding	up-down	1.83	-1.94	2.13e-02	5.26e-03	28	28
Cervical cancer	Alzheimer's disease	Gene Ontology	rna export from nucleus	up-down	2.47	-1.72	5.85e-09	5.26e-03	113	101
Cervical cancer	Alzheimer's disease	Gene Ontology	nuclear export	up-down	2.45	-1.66	5.85e-09	5.27e-03	166	148
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of dna templated transcription in response to stress	up-down	1.71	-1.73	6.92e-03	5.31e-03	107	104
Cervical cancer	Alzheimer's disease	Gene Ontology	establishment of rna localization	up-down	2.34	-1.69	5.85e-09	5.52e-03	161	150
Cervical cancer	Alzheimer's disease	Gene Ontology	rna polymerase ii holoenzyme	up-down	1.97	-1.81	4.43e-04	5.53e-03	64	64
Cervical cancer	Alzheimer's disease	Gene Ontology	membrane docking	up-down	1.87	-1.71	6.20e-05	6.36e-03	162	142
Cervical cancer	Alzheimer's disease	Gene Ontology	microtubule cytoskeleton organization	up-down	1.9	-1.49	5.85e-09	6.47e-03	477	389
Cervical cancer	Alzheimer's disease	Gene Ontology	organelle assembly	up-down	1.58	-1.41	5.42e-06	6.47e-03	699	571
Cervical cancer	Alzheimer's disease	Gene Ontology	metal cluster binding	up-down	1.95	-1.86	1.45e-03	6.73e-03	55	52
Cervical cancer	Alzheimer's disease	Gene Ontology	rna polymerase complex	up-down	2.09	-1.81	8.57e-06	7.01e-03	89	83
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of microtubule based process	up-down	1.89	-1.62	2.79e-05	7.17e-03	190	166
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of establishment of protein localization to chromosome	up-down	1.76	-1.96	4.49e-02	7.48e-03	9	10
Cervical cancer	Alzheimer's disease	Gene Ontology	u2 type catalytic step 2 spliceosome	up-down	2.1	-1.91	7.55e-04	7.54e-03	28	24
Cervical cancer	Alzheimer's disease	Gene Ontology	protein monoubiquitination	up-down	1.77	-1.88	1.61e-02	7.81e-03	63	50
Cervical cancer	Alzheimer's disease	Gene Ontology	organic cyclic compound catabolic process	up-down	1.53	-1.43	4.89e-04	8.02e-03	525	469
Cervical cancer	Alzheimer's disease	Gene Ontology	ficolin 1 rich granule	up-down	1.65	-1.69	1.47e-02	8.18e-03	107	111
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of hematopoietic progenitor cell differentiation	up-down	1.91	-1.79	1.53e-03	8.23e-03	75	75
Cervical cancer	Alzheimer's disease	Gene Ontology	small nuclear ribonucleoprotein complex	up-down	2.38	-1.86	1.38e-07	9.04e-03	57	51
Cervical cancer	Alzheimer's disease	Gene Ontology	fc receptor signaling pathway	up-down	1.57	-1.62	2.36e-02	1.04e-02	158	158
Cervical cancer	Alzheimer's disease	Gene Ontology	nucleobase containing compound transport	up-down	2.28	-1.58	5.85e-09	1.06e-02	200	179
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of cellular localization	up-down	1.38	-1.37	5.92e-03	1.08e-02	697	626
Cervical cancer	Alzheimer's disease	Gene Ontology	centrosome	up-down	2.06	-1.47	5.85e-09	1.10e-02	503	417
Cervical cancer	Alzheimer's disease	Gene Ontology	multi organism localization	up-down	2.06	-1.85	3.24e-04	1.11e-02	53	50
Cervical cancer	Alzheimer's disease	Gene Ontology	precatalytic spliceosome	up-down	2.25	-1.85	7.73e-06	1.13e-02	49	42
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of cellular protein localization	up-down	1.61	-1.44	8.22e-05	1.14e-02	476	429
Cervical cancer	Alzheimer's disease	Gene Ontology	nuclear pore	up-down	2.35	-1.77	6.66e-08	1.14e-02	72	70
Cervical cancer	Alzheimer's disease	Gene Ontology	cellular response to heat	up-down	2.07	-1.64	2.00e-05	1.17e-02	113	107
Cervical cancer	Alzheimer's disease	Gene Ontology	rna capping	up-down	1.89	-1.89	8.66e-03	1.19e-02	29	30
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of intracellular protein transport	up-down	1.52	-1.57	2.68e-02	1.20e-02	198	184
Cervical cancer	Alzheimer's disease	Gene Ontology	spindle organization	up-down	2.49	-1.66	5.85e-09	1.29e-02	139	127
Cervical cancer	Alzheimer's disease	Gene Ontology	microtubule binding	up-down	1.46	-1.54	4.44e-02	1.33e-02	217	178
Cervical cancer	Alzheimer's disease	Gene Ontology	positive regulation of telomere maintenance via telomere lengthening	up-down	1.79	-1.88	2.36e-02	1.34e-02	32	30
Cervical cancer	Alzheimer's disease	Gene Ontology	error free translesion synthesis	up-down	1.82	-1.84	1.64e-02	1.55e-02	20	19
Cervical cancer	Alzheimer's disease	Gene Ontology	methylosome	up-down	1.86	-1.88	1.61e-02	1.63e-02	12	12
Cervical cancer	Alzheimer's disease	Gene Ontology	rna dependent dna biosynthetic process	up-down	1.97	-1.73	1.11e-03	1.63e-02	63	59
Cervical cancer	Alzheimer's disease	Gene Ontology	h4 histone acetyltransferase complex	up-down	2.11	-1.79	3.28e-04	1.70e-02	37	32
Cervical cancer	Alzheimer's disease	Gene Ontology	rna polymerase activity	up-down	1.8	-1.81	1.35e-02	1.72e-02	35	29
Cervical cancer	Alzheimer's disease	Gene Ontology	microtubule associated complex	up-down	1.62	-1.62	9.56e-03	1.83e-02	133	104
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of cellular amide metabolic process	up-down	1.72	-1.48	6.36e-05	1.92e-02	344	300
Cervical cancer	Alzheimer's disease	Gene Ontology	rna modification	up-down	1.93	-1.61	3.29e-05	2.04e-02	144	106
Cervical cancer	Alzheimer's disease	Gene Ontology	ubiquitin like protein binding	up-down	1.7	-1.68	1.22e-02	2.05e-02	88	76
Cervical cancer	Alzheimer's disease	Gene Ontology	proteasome core complex beta subunit complex	up-down	1.84	-1.86	2.18e-02	2.08e-02	9	10
Cervical cancer	Alzheimer's disease	Gene Ontology	nucleotide excision repair preincision complex assembly	up-down	1.78	-1.82	3.16e-02	2.19e-02	27	27
Cervical cancer	Alzheimer's disease	Gene Ontology	histone mrna metabolic process	up-down	1.96	-1.83	6.43e-03	2.21e-02	23	17
Cervical cancer	Alzheimer's disease	Gene Ontology	cytoskeleton dependent cytokinesis	up-down	1.89	-1.7	2.18e-03	2.39e-02	82	67
Cervical cancer	Alzheimer's disease	Gene Ontology	positive regulation of establishment of protein localization to telomere	up-down	1.74	-1.82	3.81e-02	2.39e-02	7	8
Cervical cancer	Alzheimer's disease	Gene Ontology	error prone translesion synthesis	up-down	1.87	-1.77	9.65e-03	2.41e-02	20	18
Cervical cancer	Alzheimer's disease	Gene Ontology	ubiquitin like protein specific protease activity	up-down	1.85	-1.7	2.21e-03	2.45e-02	86	66
Cervical cancer	Alzheimer's disease	Gene Ontology	nucleoid	up-down	1.81	-1.77	2.22e-02	2.53e-02	38	36
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of telomere maintenance via telomere lengthening	up-down	1.88	-1.69	5.93e-03	2.60e-02	53	46
Cervical cancer	Alzheimer's disease	Gene Ontology	mitotic cell cycle	up-down	2.44	-1.31	5.85e-09	2.61e-02	882	792
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of proteasomal protein catabolic process	up-down	1.47	-1.56	4.97e-02	2.67e-02	160	135
Cervical cancer	Alzheimer's disease	Gene Ontology	ribonucleoside monophosphate metabolic process	up-down	1.76	-1.77	1.97e-02	2.67e-02	48	40
Cervical cancer	Alzheimer's disease	Gene Ontology	smn sm protein complex	up-down	1.86	-1.85	1.93e-02	2.72e-02	15	13
Cervical cancer	Alzheimer's disease	Gene Ontology	nad metabolic process	up-down	1.7	-1.73	3.82e-02	2.77e-02	48	43
Cervical cancer	Alzheimer's disease	Gene Ontology	spindle	up-down	2.38	-1.46	5.85e-09	2.80e-02	305	261
Cervical cancer	Alzheimer's disease	Gene Ontology	establishment of protein localization to telomere	up-down	1.92	-1.75	8.66e-03	2.82e-02	15	16
Cervical cancer	Alzheimer's disease	Gene Ontology	mitotic cytokinesis	up-down	1.93	-1.73	2.53e-03	2.84e-02	61	51
Cervical cancer	Alzheimer's disease	Gene Ontology	postreplication repair	up-down	2.09	-1.73	2.78e-04	2.85e-02	47	39
Cervical cancer	Alzheimer's disease	Gene Ontology	ubiquitin like protein ligase activity	up-down	1.57	-1.52	1.76e-02	2.92e-02	199	140
Cervical cancer	Alzheimer's disease	Gene Ontology	dna templated transcription elongation	up-down	2.08	-1.59	2.15e-05	2.95e-02	92	89
Cervical cancer	Alzheimer's disease	Gene Ontology	response to heat	up-down	1.88	-1.52	1.15e-04	2.98e-02	149	140
Cervical cancer	Alzheimer's disease	Gene Ontology	microtubule organizing center	up-down	1.99	-1.36	5.85e-09	3.16e-02	650	520
Cervical cancer	Alzheimer's disease	Gene Ontology	centriolar satellite	up-down	1.81	-1.66	3.52e-03	3.29e-02	86	69
Cervical cancer	Alzheimer's disease	Gene Ontology	microtubule cytoskeleton organization involved in mitosis	up-down	2.27	-1.53	3.65e-08	3.45e-02	112	109
Cervical cancer	Alzheimer's disease	Gene Ontology	nuclear exosome rnase complex	up-down	1.85	-1.77	2.76e-02	3.64e-02	16	14
Cervical cancer	Alzheimer's disease	Gene Ontology	nucleoside monophosphate metabolic process	up-down	1.83	-1.69	7.69e-03	3.67e-02	66	55
Cervical cancer	Alzheimer's disease	Gene Ontology	host cellular component	up-down	1.95	-1.63	1.16e-03	3.78e-02	66	59
Cervical cancer	Alzheimer's disease	Gene Ontology	spindle microtubule	up-down	2.24	-1.66	6.46e-06	3.82e-02	51	48
Cervical cancer	Alzheimer's disease	Gene Ontology	condensed chromosome centromeric region	up-down	2.81	-1.57	5.85e-09	3.88e-02	100	87
Cervical cancer	Alzheimer's disease	Gene Ontology	nucleotide phosphorylation	up-down	1.91	-1.51	3.38e-04	3.96e-02	114	111
Cervical cancer	Alzheimer's disease	Gene Ontology	ncrna export from nucleus	up-down	2.3	-1.7	1.44e-05	4.01e-02	32	31
Cervical cancer	Alzheimer's disease	Gene Ontology	innate immune response activating cell surface receptor signaling pathway	up-down	1.57	-1.6	3.64e-02	4.04e-02	94	90
Cervical cancer	Alzheimer's disease	Gene Ontology	ciliary basal body plasma membrane docking	up-down	2.22	-1.54	1.18e-06	4.35e-02	84	77
Cervical cancer	Alzheimer's disease	Gene Ontology	response to endoplasmic reticulum stress	up-down	1.65	-1.41	2.68e-03	4.68e-02	251	215
Cervical cancer	Alzheimer's disease	Gene Ontology	ribonucleoside monophosphate biosynthetic process	up-down	2.02	-1.69	2.01e-03	4.72e-02	31	28
Cervical cancer	Alzheimer's disease	Gene Ontology	dna templated transcription termination	up-down	2.29	-1.58	1.28e-06	4.82e-02	65	58
Cervical cancer	Alzheimer's disease	Gene Ontology	cell redox homeostasis	up-down	1.78	-1.62	1.97e-02	4.86e-02	61	54
Cervical cancer	Alzheimer's disease	Gene Ontology	apoptotic mitochondrial changes	up-down	1.77	-1.55	2.49e-03	4.95e-02	109	97
Cervical cancer	Alzheimer's disease	Gene Ontology	snorna metabolic process	up-down	1.81	-1.75	2.41e-02	4.95e-02	14	9
Cervical cancer	Alzheimer's disease	Canonical Pathways	naba - core matrisome	down-up	-1.89	2.28	4.19e-07	5.07e-09	245	196
Cervical cancer	Alzheimer's disease	Canonical Pathways	naba - matrisome	down-up	-1.86	2.47	3.66e-09	5.07e-09	864	733
Cervical cancer	Alzheimer's disease	Canonical Pathways	naba - matrisome associated	down-up	-1.75	2.33	3.66e-09	5.07e-09	619	537
Cervical cancer	Alzheimer's disease	Canonical Pathways	naba - secreted factors	down-up	-1.71	2.17	1.38e-05	5.07e-09	283	249
Cervical cancer	Alzheimer's disease	Canonical Pathways	naba - ecm regulators	down-up	-1.43	2.1	1.71e-02	7.39e-08	211	185
Cervical cancer	Alzheimer's disease	Canonical Pathways	naba - ecm glycoproteins	down-up	-2	2.16	2.05e-06	6.72e-07	173	135
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - class a 1 rhodopsin like receptors	down-up	-1.33	1.9	2.63e-02	8.78e-07	281	261
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - formation of the cornified envelope	down-up	-3.11	2.17	3.66e-09	1.33e-05	90	73
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - keratinization	down-up	-2.96	2.2	3.66e-09	2.28e-05	103	75
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - gpcr ligand binding	down-up	-1.46	1.69	3.98e-04	2.32e-05	387	353
Cervical cancer	Alzheimer's disease	Canonical Pathways	naba - ecm affiliated	down-up	-1.63	1.73	6.39e-03	4.78e-03	125	103
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - signaling by gpcr	down-up	-1.55	1.31	1.35e-07	7.64e-03	755	657
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - phase i functionalization of compounds	down-up	-1.9	1.68	3.61e-04	1.03e-02	90	85
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - formation of fibrin clot clotting cascade	down-up	-1.91	1.8	5.14e-03	1.46e-02	34	35
Cervical cancer	Alzheimer's disease	Canonical Pathways	kegg - olfactory transduction	down-up	-2.18	1.59	9.85e-06	1.98e-02	95	61
Cervical cancer	Alzheimer's disease	Canonical Pathways	kegg - drug metabolism cytochrome p450	down-up	-2.33	1.67	1.10e-05	2.18e-02	48	46
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - defective chst6 causes mcdc1	down-up	-1.74	1.7	3.36e-02	3.80e-02	8	7
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - defective st3gal3 causes mct12 and eiee15	down-up	-1.81	1.7	1.70e-02	3.80e-02	8	7
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - antimicrobial peptides	down-up	-2.05	1.62	2.15e-04	4.27e-02	58	40
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - cytochrome p450 arranged by substrate type	down-up	-1.97	1.53	2.17e-03	4.27e-02	54	50
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - arachidonic acid metabolism	down-up	-2.03	1.54	9.00e-04	4.71e-02	54	46
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - antigen processing ubiquitination proteasome degradation	up-down	1.88	-2.41	2.99e-06	5.07e-09	273	213
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - apc c cdh1 mediated degradation of cdc20 and other apc c cdh1 targeted proteins in late mitosis early g1	up-down	2.21	-2.64	5.12e-06	5.07e-09	64	60
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - assembly of the pre replicative complex	up-down	2.44	-2.6	1.81e-08	5.07e-09	60	62
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - auf1 hnrnp d0 binds and destabilizes mrna	up-down	2	-2.65	5.18e-04	5.07e-09	46	48
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - cell cycle checkpoints	up-down	3.01	-2.16	3.66e-09	5.07e-09	243	234
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - class i mhc mediated antigen processing presentation	up-down	1.86	-2.19	3.56e-07	5.07e-09	319	261
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - defective cftr causes cystic fibrosis	up-down	1.81	-2.72	1.18e-02	5.07e-09	52	51
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - degradation of gli1 by the proteasome	up-down	1.69	-2.69	3.19e-02	5.07e-09	52	53
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - dna replication	up-down	2.81	-2.47	3.66e-09	5.07e-09	116	113
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - hedgehog ligand biogenesis	up-down	1.85	-2.66	3.10e-03	5.07e-09	56	54
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - hiv infection	up-down	2.46	-2.45	3.66e-09	5.07e-09	202	197
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - host interactions of hiv factors	up-down	2.37	-2.51	3.66e-09	5.07e-09	116	113
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - metabolism of rna	up-down	2.39	-2.2	3.66e-09	5.07e-09	561	508
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - mitochondrial translation	up-down	2.2	-2.76	4.91e-07	5.07e-09	79	61
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - mitotic g2 g2 m phases	up-down	2.49	-2.26	3.66e-09	5.07e-09	166	163
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - mitotic metaphase and anaphase	up-down	2.76	-2.28	3.66e-09	5.07e-09	197	185
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - neddylation	up-down	1.66	-2.38	1.81e-03	5.07e-09	208	164
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - negative regulation of notch4 signaling	up-down	1.99	-2.85	6.33e-04	5.07e-09	47	50
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - orc1 removal from chromatin	up-down	2.44	-2.68	7.82e-09	5.07e-09	62	65
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - regulation of pten stability and activity	up-down	2.02	-2.58	3.82e-04	5.07e-09	60	63
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - regulation of ras by gaps	up-down	1.8	-2.85	5.14e-03	5.07e-09	56	55
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - regulation of runx2 expression and activity	up-down	1.9	-2.59	1.57e-03	5.07e-09	65	67
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - separation of sister chromatids	up-down	2.66	-2.35	3.66e-09	5.07e-09	159	152
Cervical cancer	Alzheimer's disease	Canonical Pathways	reactome - switching of origins to a post replicative state	up-down	2.46	-2.7	3.66e-09	5.07e-09	80	77
