disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of nf kappab transcription factor activity	down-up	-1.67	1.65	3.95e-03	1.02e-02	124	123
Lung cancer	Parkinson's disease	Gene Ontology	regulation of leukocyte migration	down-up	-1.96	1.56	1.59e-05	1.04e-02	166	164
Lung cancer	Parkinson's disease	Gene Ontology	regulation of extracellular matrix organization	down-up	-1.84	1.87	1.45e-02	1.05e-02	34	33
Lung cancer	Parkinson's disease	Gene Ontology	negative regulation of cell cell adhesion	down-up	-1.83	1.61	4.75e-04	1.10e-02	142	140
Lung cancer	Parkinson's disease	Gene Ontology	lipopolysaccharide mediated signaling pathway	down-up	-2.2	1.79	1.64e-04	1.14e-02	49	50
Lung cancer	Parkinson's disease	Gene Ontology	response to interferon gamma	down-up	-1.9	1.58	1.35e-04	1.14e-02	142	148
Lung cancer	Parkinson's disease	Gene Ontology	cell activation involved in immune response	down-up	-2.01	1.32	8.56e-09	1.20e-02	567	566
Lung cancer	Parkinson's disease	Gene Ontology	temperature homeostasis	down-up	-1.89	1.54	5.11e-05	1.24e-02	158	154
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of leukocyte mediated immunity	down-up	-1.93	1.64	4.82e-04	1.24e-02	109	106
Lung cancer	Parkinson's disease	Gene Ontology	coagulation	down-up	-2.07	1.43	8.56e-09	1.25e-02	276	285
Lung cancer	Parkinson's disease	Gene Ontology	regulation of myeloid leukocyte differentiation	down-up	-1.68	1.65	1.72e-02	1.27e-02	100	93
Lung cancer	Parkinson's disease	Gene Ontology	cell matrix adhesion	down-up	-1.65	1.52	2.22e-03	1.32e-02	190	186
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of phagocytosis	down-up	-2.02	1.81	8.59e-04	1.34e-02	56	57
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of cytokine biosynthetic process	down-up	-1.78	1.76	1.19e-02	1.35e-02	61	60
Lung cancer	Parkinson's disease	Gene Ontology	regulation of t cell mediated immunity	down-up	-2.08	1.74	4.26e-04	1.36e-02	60	62
Lung cancer	Parkinson's disease	Gene Ontology	leukocyte aggregation	down-up	-1.91	1.93	1.74e-02	1.38e-02	13	13
Lung cancer	Parkinson's disease	Gene Ontology	regulation of cytokine production involved in immune response	down-up	-2.27	1.74	1.51e-05	1.39e-02	70	75
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of endothelial cell migration	down-up	-2.23	1.7	4.52e-06	1.41e-02	85	82
Lung cancer	Parkinson's disease	Gene Ontology	regulation of chemotaxis	down-up	-1.68	1.51	2.13e-03	1.43e-02	180	179
Lung cancer	Parkinson's disease	Gene Ontology	tissue migration	down-up	-2.18	1.45	8.56e-09	1.57e-02	254	249
Lung cancer	Parkinson's disease	Gene Ontology	negative regulation of lipid storage	down-up	-1.83	1.97	3.60e-02	1.60e-02	19	18
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of blood vessel endothelial cell migration	down-up	-2.21	1.74	1.18e-04	1.60e-02	48	48
Lung cancer	Parkinson's disease	Gene Ontology	negative regulation of lipid localization	down-up	-1.88	1.8	8.44e-03	1.67e-02	37	37
Lung cancer	Parkinson's disease	Gene Ontology	regulation of leukocyte mediated cytotoxicity	down-up	-2.1	1.77	6.49e-04	1.71e-02	59	57
Lung cancer	Parkinson's disease	Gene Ontology	enzyme linked receptor protein signaling pathway	down-up	-1.76	1.24	8.56e-09	1.74e-02	864	826
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of dna binding transcription factor activity	down-up	-1.55	1.42	4.04e-03	1.74e-02	224	216
Lung cancer	Parkinson's disease	Gene Ontology	complement activation	down-up	-1.93	1.77	3.33e-03	1.75e-02	54	59
Lung cancer	Parkinson's disease	Gene Ontology	negative regulation of growth	down-up	-1.58	1.48	4.18e-03	1.75e-02	203	204
Lung cancer	Parkinson's disease	Gene Ontology	cytokine production involved in immune response	down-up	-2.22	1.61	4.47e-06	1.81e-02	89	93
Lung cancer	Parkinson's disease	Gene Ontology	taxis	down-up	-1.78	1.28	3.60e-08	1.81e-02	539	514
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of alpha beta t cell activation	down-up	-1.92	1.8	3.32e-03	1.83e-02	53	52
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of lymphocyte mediated immunity	down-up	-1.81	1.67	4.21e-03	1.85e-02	84	80
Lung cancer	Parkinson's disease	Gene Ontology	artery morphogenesis	down-up	-1.84	1.76	9.86e-03	1.87e-02	57	59
Lung cancer	Parkinson's disease	Gene Ontology	negative regulation of alpha beta t cell activation	down-up	-1.86	1.79	2.31e-02	1.95e-02	25	28
Lung cancer	Parkinson's disease	Gene Ontology	macrophage activation	down-up	-2.48	1.72	2.33e-07	1.96e-02	72	72
Lung cancer	Parkinson's disease	Gene Ontology	cardiac septum morphogenesis	down-up	-1.93	1.71	2.61e-03	1.99e-02	65	65
Lung cancer	Parkinson's disease	Gene Ontology	regulation of cell killing	down-up	-1.9	1.71	2.25e-03	1.99e-02	74	75
Lung cancer	Parkinson's disease	Gene Ontology	renal system vasculature development	down-up	-2.44	1.84	4.80e-05	2.06e-02	24	25
Lung cancer	Parkinson's disease	Gene Ontology	side of membrane	down-up	-2	1.36	8.56e-09	2.09e-02	428	406
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of cytokine secretion	down-up	-1.85	1.56	1.57e-03	2.12e-02	111	108
Lung cancer	Parkinson's disease	Gene Ontology	lipid storage	down-up	-1.95	1.79	2.78e-03	2.13e-02	55	54
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of mapk cascade	down-up	-1.77	1.33	8.56e-07	2.17e-02	441	437
Lung cancer	Parkinson's disease	Gene Ontology	regulation of epithelial cell migration	down-up	-2.24	1.45	8.56e-09	2.29e-02	195	190
Lung cancer	Parkinson's disease	Gene Ontology	interleukin 6 biosynthetic process	down-up	-2.13	1.95	1.77e-03	2.30e-02	22	19
Lung cancer	Parkinson's disease	Gene Ontology	regulation of endothelial cell differentiation	down-up	-2.33	1.81	1.25e-04	2.30e-02	27	29
Lung cancer	Parkinson's disease	Gene Ontology	alpha beta t cell proliferation	down-up	-1.8	1.87	3.39e-02	2.31e-02	23	24
Lung cancer	Parkinson's disease	Gene Ontology	leukocyte chemotaxis	down-up	-1.76	1.49	4.08e-04	2.42e-02	182	185
Lung cancer	Parkinson's disease	Gene Ontology	regulation of neutrophil migration	down-up	-1.82	1.76	2.77e-02	2.53e-02	31	33
Lung cancer	Parkinson's disease	Gene Ontology	ruffle	down-up	-1.62	1.48	5.55e-03	2.53e-02	153	145
Lung cancer	Parkinson's disease	Gene Ontology	astrocyte differentiation	down-up	-1.73	1.68	1.41e-02	2.54e-02	67	65
Lung cancer	Parkinson's disease	Gene Ontology	pri mirna transcription by rna polymerase ii	down-up	-2.01	1.73	2.59e-03	2.60e-02	40	41
Lung cancer	Parkinson's disease	Gene Ontology	immune response regulating signaling pathway	down-up	-1.63	1.29	4.70e-05	2.66e-02	443	436
Lung cancer	Parkinson's disease	Gene Ontology	negative regulation of defense response	down-up	-1.78	1.48	2.09e-04	2.68e-02	171	157
Lung cancer	Parkinson's disease	Gene Ontology	negative regulation of leukocyte mediated immunity	down-up	-2.01	1.72	4.73e-03	2.71e-02	35	40
Lung cancer	Parkinson's disease	Gene Ontology	ameboidal type cell migration	down-up	-1.96	1.34	8.72e-09	2.89e-02	338	330
Lung cancer	Parkinson's disease	Gene Ontology	multicellular organismal homeostasis	down-up	-1.47	1.32	1.57e-03	2.90e-02	421	388
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of epithelial cell migration	down-up	-2.27	1.51	3.24e-07	3.08e-02	125	122
Lung cancer	Parkinson's disease	Gene Ontology	muscle tissue development	down-up	-1.65	1.37	8.73e-05	3.10e-02	334	316
Lung cancer	Parkinson's disease	Gene Ontology	anchoring junction	down-up	-1.81	1.25	8.56e-09	3.15e-02	692	657
Lung cancer	Parkinson's disease	Gene Ontology	cell substrate junction organization	down-up	-1.81	1.58	3.37e-03	3.17e-02	82	87
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of protein modification process	down-up	-1.62	1.18	8.56e-09	3.23e-02	1011	963
Lung cancer	Parkinson's disease	Gene Ontology	vascular endothelial growth factor receptor signaling pathway	down-up	-1.87	1.61	1.95e-03	3.29e-02	80	80
Lung cancer	Parkinson's disease	Gene Ontology	animal organ morphogenesis	down-up	-1.35	1.2	1.15e-03	3.32e-02	928	845
Lung cancer	Parkinson's disease	Gene Ontology	regulation of muscle cell differentiation	down-up	-1.48	1.5	3.99e-02	3.39e-02	132	118
Lung cancer	Parkinson's disease	Gene Ontology	inositol lipid mediated signaling	down-up	-1.93	1.42	6.62e-05	3.40e-02	162	162
Lung cancer	Parkinson's disease	Gene Ontology	regulation of t helper 1 type immune response	down-up	-1.79	1.86	4.14e-02	3.44e-02	21	21
Lung cancer	Parkinson's disease	Gene Ontology	regulation of hemopoiesis	down-up	-1.44	1.32	4.18e-03	3.49e-02	382	365
Lung cancer	Parkinson's disease	Gene Ontology	astrocyte development	down-up	-1.83	1.71	1.53e-02	3.57e-02	34	35
Lung cancer	Parkinson's disease	Gene Ontology	cell junction assembly	down-up	-1.74	1.41	2.23e-04	3.79e-02	210	204
Lung cancer	Parkinson's disease	Gene Ontology	neuroinflammatory response	down-up	-2.16	1.64	2.30e-04	3.85e-02	53	56
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of chemokine production	down-up	-1.75	1.65	1.88e-02	3.91e-02	48	49
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of chemotaxis	down-up	-1.9	1.55	1.84e-04	3.94e-02	117	119
Lung cancer	Parkinson's disease	Gene Ontology	regulation of lipid storage	down-up	-1.92	1.74	8.44e-03	4.00e-02	36	36
Lung cancer	Parkinson's disease	Gene Ontology	transmembrane receptor protein tyrosine kinase signaling pathway	down-up	-1.75	1.24	2.02e-08	4.00e-02	605	584
Lung cancer	Parkinson's disease	Gene Ontology	regulation of phosphatidylinositol 3 kinase signaling	down-up	-1.86	1.48	6.95e-04	4.13e-02	106	109
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of map kinase activity	down-up	-1.5	1.36	1.43e-02	4.18e-02	215	217
Lung cancer	Parkinson's disease	Gene Ontology	positive regulation of cell death	down-up	-1.55	1.25	4.08e-05	4.39e-02	588	575
Lung cancer	Parkinson's disease	Gene Ontology	receptor tyrosine kinase binding	down-up	-1.63	1.63	4.09e-02	4.49e-02	60	57
Lung cancer	Parkinson's disease	Gene Ontology	cell killing	down-up	-1.69	1.43	3.68e-03	4.51e-02	123	124
Lung cancer	Parkinson's disease	Gene Ontology	astrocyte activation	down-up	-2	1.82	1.03e-02	4.62e-02	18	19
Lung cancer	Parkinson's disease	Gene Ontology	growth factor binding	down-up	-1.56	1.53	1.40e-02	4.62e-02	117	119
Lung cancer	Parkinson's disease	Gene Ontology	regulation of epithelial cell apoptotic process	down-up	-2.1	1.61	1.67e-04	4.62e-02	68	69
Lung cancer	Parkinson's disease	Gene Ontology	protein domain specific binding	down-up	-1.44	1.24	8.03e-04	4.68e-02	581	558
Lung cancer	Parkinson's disease	Gene Ontology	response to steroid hormone	down-up	-1.36	1.29	1.66e-02	4.90e-02	335	335
Lung cancer	Parkinson's disease	Gene Ontology	cell cell junction	down-up	-1.62	1.25	9.01e-05	4.97e-02	426	378
Lung cancer	Parkinson's disease	Gene Ontology	aerobic respiration	up-down	1.73	-2.6	1.07e-02	1.26e-08	67	68
Lung cancer	Parkinson's disease	Gene Ontology	atp metabolic process	up-down	1.54	-2.41	8.48e-03	1.26e-08	227	227
Lung cancer	Parkinson's disease	Gene Ontology	atp synthesis coupled electron transport	up-down	1.6	-2.64	3.79e-02	1.26e-08	64	62
Lung cancer	Parkinson's disease	Gene Ontology	cellular respiration	up-down	1.64	-2.64	5.05e-03	1.26e-08	146	132
Lung cancer	Parkinson's disease	Gene Ontology	endopeptidase complex	up-down	2	-2.63	7.91e-04	1.26e-08	56	55
Lung cancer	Parkinson's disease	Gene Ontology	envelope	up-down	1.44	-2.08	2.08e-04	1.26e-08	969	826
Lung cancer	Parkinson's disease	Gene Ontology	generation of precursor metabolites and energy	up-down	1.42	-2.27	1.07e-02	1.26e-08	421	411
Lung cancer	Parkinson's disease	Gene Ontology	inner mitochondrial membrane protein complex	up-down	1.83	-2.96	2.59e-03	1.26e-08	94	80
Lung cancer	Parkinson's disease	Gene Ontology	mitochondrial envelope	up-down	1.75	-2.48	4.04e-08	1.26e-08	597	488
Lung cancer	Parkinson's disease	Gene Ontology	mitochondrial gene expression	up-down	2.47	-2.41	8.56e-09	1.26e-08	144	109
Lung cancer	Parkinson's disease	Gene Ontology	mitochondrial matrix	up-down	2.23	-2.42	8.56e-09	1.26e-08	396	343
Lung cancer	Parkinson's disease	Gene Ontology	mitochondrial protein complex	up-down	2.41	-2.96	8.56e-09	1.26e-08	203	168
Lung cancer	Parkinson's disease	Gene Ontology	mitochondrial translation	up-down	2.56	-2.45	8.56e-09	1.26e-08	121	92
Lung cancer	Parkinson's disease	Gene Ontology	mitochondrion	up-down	1.76	-2.23	8.56e-09	1.26e-08	1288	1099
Lung cancer	Parkinson's disease	Gene Ontology	mitochondrion organization	up-down	1.37	-2.38	2.68e-02	1.26e-08	418	374
Lung cancer	Parkinson's disease	Gene Ontology	nucleobase containing small molecule metabolic process	up-down	1.33	-1.89	3.42e-02	1.26e-08	514	475
Lung cancer	Parkinson's disease	Gene Ontology	organelle inner membrane	up-down	1.84	-2.6	1.08e-07	1.26e-08	432	340
Lung cancer	Parkinson's disease	Gene Ontology	oxidation reduction process	up-down	1.35	-1.8	5.20e-03	1.26e-08	783	727
Lung cancer	Parkinson's disease	Gene Ontology	oxidative phosphorylation	up-down	1.7	-2.63	1.03e-02	1.26e-08	103	98
Lung cancer	Parkinson's disease	Gene Ontology	oxidoreductase complex	up-down	1.84	-2.45	1.26e-03	1.26e-08	84	77
Lung cancer	Parkinson's disease	Gene Ontology	peptidase complex	up-down	1.88	-2.57	2.28e-03	1.26e-08	74	71
Lung cancer	Parkinson's disease	Gene Ontology	small molecule metabolic process	up-down	1.28	-1.64	5.51e-03	1.26e-08	1584	1469
Lung cancer	Parkinson's disease	Gene Ontology	organic acid metabolic process	up-down	1.36	-1.65	2.81e-03	3.20e-08	924	875
Lung cancer	Parkinson's disease	Gene Ontology	cellular amino acid metabolic process	up-down	2.12	-1.99	8.56e-09	4.15e-08	283	257
Lung cancer	Parkinson's disease	Gene Ontology	regulation of cellular amine metabolic process	up-down	1.67	-2.4	1.85e-02	4.25e-08	69	70
Lung cancer	Parkinson's disease	Gene Ontology	anaphase promoting complex dependent catabolic process	up-down	2.07	-2.39	7.91e-05	7.15e-08	65	67
Lung cancer	Parkinson's disease	Gene Ontology	tricarboxylic acid cycle	up-down	1.87	-2.53	9.55e-03	8.74e-08	29	30
Lung cancer	Parkinson's disease	Gene Ontology	regulation of cellular amino acid metabolic process	up-down	1.81	-2.42	6.53e-03	1.85e-07	53	52
Lung cancer	Parkinson's disease	Gene Ontology	organellar ribosome	up-down	2.43	-2.36	8.56e-09	5.41e-07	78	56
Lung cancer	Parkinson's disease	Gene Ontology	organonitrogen compound biosynthetic process	up-down	1.49	-1.49	9.18e-07	1.04e-06	1441	1275
Lung cancer	Parkinson's disease	Gene Ontology	trna metabolic process	up-down	2.25	-2.15	8.56e-09	1.09e-06	156	125
Lung cancer	Parkinson's disease	Gene Ontology	translational termination	up-down	2.33	-2.26	9.68e-08	1.18e-06	94	72
Lung cancer	Parkinson's disease	Gene Ontology	oxidoreductase activity	up-down	1.38	-1.68	9.45e-03	1.54e-06	568	535
Lung cancer	Parkinson's disease	Gene Ontology	mitochondrial translational termination	up-down	2.35	-2.3	4.61e-08	1.82e-06	80	58
Lung cancer	Parkinson's disease	Gene Ontology	proteasome accessory complex	up-down	1.89	-2.37	1.04e-02	1.93e-06	22	23
Lung cancer	Parkinson's disease	Gene Ontology	cellular protein complex disassembly	up-down	1.55	-2.03	7.75e-03	2.12e-06	188	160
Lung cancer	Parkinson's disease	Gene Ontology	mitochondrial membrane organization	up-down	1.59	-2.16	2.73e-02	3.73e-06	106	97
Lung cancer	Parkinson's disease	Gene Ontology	inner mitochondrial membrane organization	up-down	1.87	-2.35	1.19e-02	5.35e-06	38	31
Lung cancer	Parkinson's disease	Gene Ontology	cellular amide metabolic process	up-down	1.59	-1.56	1.05e-06	6.56e-06	841	767
Lung cancer	Parkinson's disease	Gene Ontology	intrinsic component of mitochondrial membrane	up-down	1.68	-2.3	3.29e-02	7.09e-06	50	46
Lung cancer	Parkinson's disease	Gene Ontology	organelle envelope lumen	up-down	1.96	-2.2	3.65e-04	1.08e-05	70	65
Lung cancer	Parkinson's disease	Gene Ontology	cofactor metabolic process	up-down	1.45	-1.77	8.10e-03	1.49e-05	357	331
Lung cancer	Parkinson's disease	Gene Ontology	ribonucleotide binding	up-down	1.21	-1.43	4.54e-02	1.81e-05	1522	1383
Lung cancer	Parkinson's disease	Gene Ontology	cofactor biosynthetic process	up-down	1.43	-1.91	3.29e-02	2.40e-05	195	174
Lung cancer	Parkinson's disease	Gene Ontology	translational elongation	up-down	2.14	-2.09	2.47e-06	2.66e-05	114	90
Lung cancer	Parkinson's disease	Gene Ontology	amide biosynthetic process	up-down	1.71	-1.6	1.05e-07	3.30e-05	626	566
Lung cancer	Parkinson's disease	Gene Ontology	cell cycle g2 m phase transition	up-down	1.84	-1.83	2.62e-05	4.57e-05	226	218
Lung cancer	Parkinson's disease	Gene Ontology	regulation of cell cycle g2 m phase transition	up-down	1.96	-1.9	2.59e-06	4.65e-05	176	173
Lung cancer	Parkinson's disease	Gene Ontology	negative regulation of cell cycle g2 m phase transition	up-down	1.89	-2.06	7.81e-04	6.17e-05	86	84
Lung cancer	Parkinson's disease	Gene Ontology	intrinsic component of mitochondrial inner membrane	up-down	1.76	-2.25	2.58e-02	1.08e-04	29	25
Lung cancer	Parkinson's disease	Gene Ontology	regulation of transcription from rna polymerase ii promoter in response to hypoxia	up-down	1.59	-2.05	3.44e-02	1.17e-04	65	70
Lung cancer	Parkinson's disease	Gene Ontology	ligase activity	up-down	2.07	-1.99	1.32e-05	1.28e-04	115	101
Lung cancer	Parkinson's disease	Gene Ontology	retrograde vesicle mediated transport golgi to endoplasmic reticulum	up-down	1.83	-1.99	2.72e-03	3.34e-04	65	70
Lung cancer	Parkinson's disease	Gene Ontology	mitochondrial small ribosomal subunit	up-down	2.03	-2.16	3.33e-03	4.75e-04	24	21
Lung cancer	Parkinson's disease	Gene Ontology	proteasome regulatory particle base subcomplex	up-down	1.87	-2.15	1.75e-02	7.82e-04	12	12
Lung cancer	Parkinson's disease	Gene Ontology	amino acid activation	up-down	2.24	-2.04	8.54e-05	8.43e-04	39	36
Lung cancer	Parkinson's disease	Gene Ontology	dicarboxylic acid metabolic process	up-down	1.83	-1.93	3.33e-03	9.16e-04	76	70
Lung cancer	Parkinson's disease	Gene Ontology	cofactor binding	up-down	1.63	-1.58	1.27e-04	1.12e-03	400	400
Lung cancer	Parkinson's disease	Gene Ontology	mitochondrial large ribosomal subunit	up-down	2.19	-2.03	5.16e-05	1.37e-03	52	35
Lung cancer	Parkinson's disease	Gene Ontology	regulation of morphogenesis of an epithelium	up-down	1.6	-1.77	1.11e-02	1.54e-03	163	148
Lung cancer	Parkinson's disease	Gene Ontology	catalytic activity acting on a trna	up-down	2.27	-1.88	7.25e-08	1.61e-03	105	83
Lung cancer	Parkinson's disease	Gene Ontology	transcription coupled nucleotide excision repair	up-down	1.68	-1.92	2.04e-02	1.83e-03	59	64
Lung cancer	Parkinson's disease	Gene Ontology	glycolytic process through fructose 6 phosphate	up-down	1.73	-2.06	4.19e-02	1.99e-03	22	25
Lung cancer	Parkinson's disease	Gene Ontology	ligase activity forming carbon oxygen bonds	up-down	2.25	-2.03	8.54e-05	2.37e-03	32	30
Lung cancer	Parkinson's disease	Gene Ontology	ncrna metabolic process	up-down	2.29	-1.55	8.56e-09	3.18e-03	378	311
Lung cancer	Parkinson's disease	Gene Ontology	ribosome biogenesis	up-down	2.25	-1.58	8.56e-09	4.63e-03	228	210
Lung cancer	Parkinson's disease	Gene Ontology	peptide biosynthetic process	up-down	1.77	-1.46	5.80e-08	4.79e-03	509	461
Lung cancer	Parkinson's disease	Gene Ontology	trna processing	up-down	2.06	-1.77	5.70e-06	5.12e-03	113	88
Lung cancer	Parkinson's disease	Gene Ontology	catalytic activity acting on rna	up-down	2.27	-1.58	8.56e-09	5.48e-03	311	256
Lung cancer	Parkinson's disease	Gene Ontology	nucleotide excision repair	up-down	1.76	-1.74	4.97e-03	9.26e-03	90	93
Lung cancer	Parkinson's disease	Gene Ontology	peptide metabolic process	up-down	1.68	-1.42	8.90e-07	1.02e-02	624	573
Lung cancer	Parkinson's disease	Gene Ontology	ribonucleoprotein complex biogenesis	up-down	2.15	-1.51	8.56e-09	1.04e-02	332	314
Lung cancer	Parkinson's disease	Gene Ontology	coenzyme binding	up-down	1.65	-1.53	8.38e-04	1.48e-02	245	237
Lung cancer	Parkinson's disease	Gene Ontology	dicarboxylic acid biosynthetic process	up-down	1.77	-1.89	4.67e-02	1.95e-02	10	9
Lung cancer	Parkinson's disease	Gene Ontology	pigment biosynthetic process	up-down	1.68	-1.74	2.63e-02	1.98e-02	48	50
Lung cancer	Parkinson's disease	Gene Ontology	regulation of mitochondrial gene expression	up-down	1.98	-1.87	3.67e-03	2.42e-02	26	17
Lung cancer	Parkinson's disease	Gene Ontology	mitochondrial rna metabolic process	up-down	1.79	-1.81	2.99e-02	2.48e-02	36	32
Lung cancer	Parkinson's disease	Gene Ontology	adenyl nucleotide binding	up-down	1.31	-1.27	4.54e-03	2.55e-02	1256	1146
Lung cancer	Parkinson's disease	Gene Ontology	mitotic metaphase plate congression	up-down	2.07	-1.71	4.03e-04	2.78e-02	41	35
Lung cancer	Parkinson's disease	Gene Ontology	nucleoid	up-down	1.81	-1.74	2.55e-02	2.81e-02	36	36
Lung cancer	Parkinson's disease	Gene Ontology	atpase activity	up-down	1.74	-1.42	1.74e-05	3.08e-02	346	318
Lung cancer	Parkinson's disease	Gene Ontology	ncrna processing	up-down	2.31	-1.44	8.56e-09	3.13e-02	306	262
Lung cancer	Parkinson's disease	Gene Ontology	ribosome	up-down	2.2	-1.53	8.56e-09	3.44e-02	162	149
Lung cancer	Parkinson's disease	Gene Ontology	kinetochore	up-down	2.13	-1.55	5.88e-07	3.54e-02	117	100
Lung cancer	Parkinson's disease	Gene Ontology	ribonucleoprotein complex	up-down	1.96	-1.36	8.56e-09	3.62e-02	527	480
Lung cancer	Parkinson's disease	Gene Ontology	spindle microtubule	up-down	2.02	-1.69	8.30e-04	4.15e-02	45	47
Lung cancer	Parkinson's disease	Gene Ontology	nucleotide excision repair preincision complex assembly	up-down	1.92	-1.73	6.84e-03	4.31e-02	23	26
Lung cancer	Parkinson's disease	Gene Ontology	ribonucleoprotein complex binding	up-down	1.9	-1.56	2.65e-04	4.70e-02	108	97
Lung cancer	Alzheimer's disease	Gene Ontology	adaptive immune response	down-up	-1.92	2.36	6.17e-08	5.63e-09	329	320
Lung cancer	Alzheimer's disease	Gene Ontology	alpha beta t cell activation	down-up	-2.23	2.49	1.28e-06	5.63e-09	114	106
Lung cancer	Alzheimer's disease	Gene Ontology	anatomical structure formation involved in morphogenesis	down-up	-1.87	2.09	8.56e-09	5.63e-09	952	883
Lung cancer	Alzheimer's disease	Gene Ontology	animal organ morphogenesis	down-up	-1.35	2.05	1.15e-03	5.63e-09	928	846
Lung cancer	Alzheimer's disease	Gene Ontology	biological adhesion	down-up	-1.83	1.92	8.56e-09	5.63e-09	1152	1084
Lung cancer	Alzheimer's disease	Gene Ontology	blood vessel morphogenesis	down-up	-2.22	2.36	8.56e-09	5.63e-09	514	510
Lung cancer	Alzheimer's disease	Gene Ontology	cardiovascular system development	down-up	-2.26	2.32	8.56e-09	5.63e-09	618	601
Lung cancer	Alzheimer's disease	Gene Ontology	cell activation	down-up	-1.93	1.77	8.56e-09	5.63e-09	1133	1094
Lung cancer	Alzheimer's disease	Gene Ontology	cell cell adhesion	down-up	-1.79	1.87	8.56e-09	5.63e-09	688	633
Lung cancer	Alzheimer's disease	Gene Ontology	cell motility	down-up	-1.88	1.77	8.56e-09	5.63e-09	1345	1245
Lung cancer	Alzheimer's disease	Gene Ontology	cell surface	down-up	-1.7	2.11	3.22e-08	5.63e-09	687	667
Lung cancer	Alzheimer's disease	Gene Ontology	circulatory system development	down-up	-2.11	2.15	8.56e-09	5.63e-09	922	883
Lung cancer	Alzheimer's disease	Gene Ontology	collagen containing extracellular matrix	down-up	-1.49	2.59	2.78e-03	5.63e-09	350	327
Lung cancer	Alzheimer's disease	Gene Ontology	cytokine mediated signaling pathway	down-up	-1.52	1.78	1.18e-04	5.63e-09	611	635
Lung cancer	Alzheimer's disease	Gene Ontology	cytokine production	down-up	-1.71	2.04	2.28e-08	5.63e-09	633	607
Lung cancer	Alzheimer's disease	Gene Ontology	defense response	down-up	-1.69	1.66	8.56e-09	5.63e-09	1275	1216
Lung cancer	Alzheimer's disease	Gene Ontology	embryo development	down-up	-1.22	1.81	2.59e-02	5.63e-09	885	798
Lung cancer	Alzheimer's disease	Gene Ontology	external side of plasma membrane	down-up	-2.01	2.31	4.03e-08	5.63e-09	263	258
Lung cancer	Alzheimer's disease	Gene Ontology	extracellular matrix	down-up	-1.33	2.67	1.91e-02	5.63e-09	453	412
Lung cancer	Alzheimer's disease	Gene Ontology	immune receptor activity	down-up	-2	2.8	2.33e-04	5.63e-09	100	104
Lung cancer	Alzheimer's disease	Gene Ontology	immune system development	down-up	-1.51	1.87	6.47e-06	5.63e-09	817	774
Lung cancer	Alzheimer's disease	Gene Ontology	inflammatory response	down-up	-1.94	2.04	8.56e-09	5.63e-09	596	567
Lung cancer	Alzheimer's disease	Gene Ontology	intrinsic component of plasma membrane	down-up	-1.48	1.56	3.76e-08	5.63e-09	1425	1295
Lung cancer	Alzheimer's disease	Gene Ontology	leukocyte cell cell adhesion	down-up	-1.83	2.21	3.36e-06	5.63e-09	283	281
Lung cancer	Alzheimer's disease	Gene Ontology	leukocyte differentiation	down-up	-1.68	2.14	1.25e-05	5.63e-09	443	416
Lung cancer	Alzheimer's disease	Gene Ontology	leukocyte migration	down-up	-1.85	2.09	7.80e-08	5.63e-09	369	373
Lung cancer	Alzheimer's disease	Gene Ontology	leukocyte proliferation	down-up	-1.59	2.21	2.05e-03	5.63e-09	248	246
Lung cancer	Alzheimer's disease	Gene Ontology	locomotion	down-up	-1.88	1.65	8.56e-09	5.63e-09	1535	1407
Lung cancer	Alzheimer's disease	Gene Ontology	lymphocyte activation	down-up	-1.58	2.09	1.60e-05	5.63e-09	560	529
Lung cancer	Alzheimer's disease	Gene Ontology	lymphocyte differentiation	down-up	-1.42	2.24	1.36e-02	5.63e-09	299	283
Lung cancer	Alzheimer's disease	Gene Ontology	molecular transducer activity	down-up	-1.54	2.28	7.72e-07	5.63e-09	948	853
Lung cancer	Alzheimer's disease	Gene Ontology	negative regulation of developmental process	down-up	-1.62	1.78	3.61e-08	5.63e-09	798	741
Lung cancer	Alzheimer's disease	Gene Ontology	negative regulation of immune system process	down-up	-1.92	2.04	1.35e-08	5.63e-09	361	357
Lung cancer	Alzheimer's disease	Gene Ontology	negative regulation of multicellular organismal process	down-up	-1.71	1.8	8.56e-09	5.63e-09	1028	967
Lung cancer	Alzheimer's disease	Gene Ontology	pattern specification process	down-up	-1.31	2.26	3.64e-02	5.63e-09	375	334
